1700,"<!empty>","","",
1701,"<!empty>","","",
1702,"I saw this really sculpted,\nscrumptious-looking man the\nother day. Real debonair,\ntoo, with his black cape!","我看到一个很帅的男人哦！\n黑色的斗蓬把他衬托得\n更加英俊迷人...","",
1703,"But when he looked at me,\nI swear I was scared out of\nmy mind. His eyes...were\nalmost inhuman...","可当他看着我时，\n那眼神...不像人类...锐利得吓人，\n我不敢找他讲话...。","",
1704,"Hmmm... You're not too bad\nyourself, actually. But you\nmight be a little young...\nfor what I have in mind.","嗯~~\n你的长相也不错啦，可是，\n年纪比我小耶...","",
1705,"Ahh, my poor neighbor...","可怜的邻居...。","",
1706,"That guy in the black cape\nwas quite a specimen...\nbut you're really not too\nbad yourself, either!","之前看到的穿黑色斗蓬的男人\n确实英俊，但是，\n你也是不亚于他的美男子哦。","",
1707,"Age to perfection, young man.\nAge, and come back to me.\nI'll be waiting for you\nwith bated breath!","美中不足的是...你比我年轻...","",
1708,"My, my, you certainly have...\nripened...since I saw you last.\nJust look at how those muscles\nhave grown!","啊，才多久没见，\n你好像变得有男子气概了。","",
1709,"...I'm terrible, aren't I?\nI should leave such lechery\nto the men!","...我是不是有点过头了？\n再把你当成男孩可能太失礼了。","",
1710,"At any rate, I don't know who\nit is you're trying so hard\nfor...but she's a very lucky\nwoman. A lucky woman, indeed!","我不知道你是为了谁这么努力啦，不过，\n她是个非常幸运的女人。\n真是个幸运的女人！","",
1711,"<!empty>","","",
1712,"<!empty>","","",
1713,"Hey, Adol! You remember me?\nWe met in the portside\nwarehouse in Barbado!","嗨，这不是亚特鲁吗！\n你还记得我吗，我们在巴尔巴多的仓库碰过面对吧？","",
1714,"What am I doing here?\nWell, I'm not sightseeing!\nI came on militia-related\nbusiness, actually.","我可不是来玩的哦。\n我是为了自卫队的事而来的。","",
1715,"<!empty>","","",
1716,"Speaking of which, Slaff's\nbeen asking about you.","对了，斯拉夫\n一直很担心你的事哦。","",
1717,"It'd be nice if you checked\nback with him sometime.","你就偶尔去找他一下吧。\n他会很开心的。","",
1718,"<!empty>","","",
1719,"Hey, Adol! You remember me?\nWe met in the portside\nwarehouse in Barbado!","嗨，这不是亚特鲁吗！\n你还记得我吗，我们在巴尔巴多的仓库碰过面对吧？","",
1720,"What am I doing here?\nWell, I'm not sightseeing!\nI came on militia-related\nbusiness, actually.","我可不是来玩的哦。\n我是为了自卫队的事而来的。","",
1721,"<!empty>","","",
1722,"It seems like something\nbig is happening...","听说这里也发生了\n重大状况...。","",
1723,"I think these city walls\nare making us soft!","在城墙的保护下依然还是出事了。\n这下子我们得更加的提高警觉才行。","",
1724,"<!empty>","","",
1725,"<!empty>","","",
1726,"(glug, glug, glug, glug)","咕噜咕噜咕噜...","",
1727,"Aaaaaaahhhh!","呼哇~~~~！","",
1728,"Man, this is good stuff...","呼，凉冰冰的沁到五脏六腑去啦。","",
1729,"<!empty>","","",
1730,"Hey, bro... You want\na drink, too?","唷，小兄弟。\n你要不要也来喝一杯呀？","",
1731,"A minor? Only 17?! Man,\nyou're just a kid! I don't\neven remember what I was\ndoing when I was your age...","未成年？17岁吗...这么年轻啊。\n我以前17岁的时候都在干什么？\n人呀，年老的速度真是快呀。","",
1732,"<!empty>","","",
1733,"<!empty>","","",
1734,"Have you visited the\nfortuneteller's house?","你有去占卜店看了吗？","",
1735,"She may be young, but she's good.\nIf you're ever in need of advice\nor guidance, she can always set\nyou on the right path.","那里的女老板虽然年轻，\n不过占卜能力很强哦。\n不知道自己该何去何从的时候，\n可以去找她商量，挺不错的。","",
1736,"You're that warrior Sara\nspoke of, are you not?","原来莎拉所说的旅行的剑士大人\n就是你啊。","",
1737,"She's always trying to protect\nthis land from any further\ncatastrophe. Hope you're up\nto the task, chosen one!","莎拉她似乎想要阻止\n这个国家正在发生的灾难。\n拜托你，请不要让她的期待落空。","",
1738,"<!empty>","","",
1739,"I'm Esteria's foremost\ntour guide.","我的工作是艾斯塔里亚的旅游导游。","",
1740,"Or at least, I used to be.\nThat blasted Stormwall and\nall the monsters have driven\nme right out of business!","因为岚之结界跟魔物的关系，目前正在失业中。","",
1741,"There was once an odd old\nman who wanted to tour the\nmountain ruins-- this was\nbefore the Stormwall.","...对了，岚之结界发生之前，\n我曾经带一位奇怪的老人到山上的遗迹。","",
1742,"He seemed to be a scholar, and\nsaid he planned on investigating\nDarm Tower. I hope he's okay!","他看起来像是学者的样子。\n当时他还说要去达姆之塔。\n但愿他平安无事...。","",
1743,"That poor old man and I\nparted ways at the old\nshrine. Wonder if he's\neven still alive...","后来我们走散了，不知道那个老爷爷要不要紧？","",
1744,"Yessir, I showed people all\nthe sights, from Darm Tower\nto Whitehorn Beach, the old\nshrine, and Bagyu Ba'dead...","达姆之塔跟白号角砂滩。\n古代的神殿、巴丘·巴迪多。","",
1745,"Playing tour guide takes\na lot out of you. Gotta\neat really well to stay\nin shape for the job!","以前我还以为在这座岛上当导游，\n绝对不可能失业，结果，\n重要的游客不来我也没办法...","",
1746,"<!empty>","","",
1747,"Welcome. Oh, my,\na stranger!","欢迎光临。\n啊，以前从没看过你哦？","",
1748,"Don't worry, traveler. The city\nof Minea is a safe haven from\nthe monsters. You have nothing\nto worry about here!","待在城里不会有安全问题，旅行者，\n请在这里好好散心享乐吧。","",
1749,"That poor fortuneteller.\nTo have died so young...","占卜师姐姐好可怜啊。\n她还那么年轻的说...","",
1750,"All the regulars here get\ngloomier by the day. Though\ngranted, there isn't much\nto be cheerful about lately...","来这里的客人，随着时间的经过，\n脸色一天比一天难看。\n不知道有没有什么让人开心的话题呢。","",
