400,"Don't sell anything","一样也不卖","",
401,"Sell","卖","",
402,"Don't sell","不卖","",
403,"Leave","不讲话了","",
404,"Stop shopping","不买东西了","",
405,"Main Menu","主选单","",
406,"Yes","好","",
407,"No","不","",
408,"Leave","出去外面","",
409,"Quit","算了","",
410,"What will you do?","要怎么做呢？","",
411,"<!empty>","","",
412,"Ah, good. You're awake.","哦哦，你醒过来啦。","",
413,"Don't strain yourself,\nnow. Your body is covered\nin bruises.","不要太勉强自己啦。\n你可是浑身是伤呢。","",
414,"So? You still hurting\nanywhere?","怎么样？\n有没有哪里特别痛的？","",
415,"Adol checked himself over.\n...There was some pain,\nbut nothing debilitating.","亚特鲁摸了一下身体。\n...痛是痛，不过\n还不到不能动弹的程度。","",
416,"Get some rest. You're in\na clinic at Barbado Port.","你放心吧。\n这里是巴尔巴多港的医院。","",
417,"...Hey, Dad! Is the\nstranger awake yet?","...老爹！\n他醒来了吗？","",
418,"Ah, Slaff, you're early.\nHow did the meeting go?","哦，斯拉夫，来这么快啊。\n自卫队的会开得怎么样了？","",
419,"Same as always.\nNo real progress.","还不是老样子。\n什么进展都没有。","",
420,"Well, the patient's\nonly just awoken.","他呀，是刚刚\n才醒过来的哦。","",
421,"Glad to see you back among\nthe living!","你能够恢复意识真是太好了！","",
422,"Ah, yes, where are my\nmanners? My name is Bludo.\nI own and operate this clinic.","对了，还没有自我介绍。\n我的名字叫布鲁多。\n这所医院的主人。","",
423,"This is my son, Slaff. He\nfound you collapsed on the\nbeach, and brought you here.","这是我儿子斯拉夫。\n你昏倒在海滩附近的森林，\n是他把你抬来这里的哦。","",
424,"We drove off the Rheboll\nthat attacked you. It was\na real close call.","我们已经把那些\n攻击你的魔物赶跑了。\n...当时情况真的很危险。","",
425,"Adol told Slaff his name,\nand expressed his gratitude.","亚特鲁向斯拉夫道谢，\n并告知自己的名字。","",
426,"Adol, eh? Good name. Don't\nrecognize you, though...\nWhere are you from?","亚特鲁吗...好名字。\n你看来不像本地人，是从哪儿来的啊？","",
427,"Adol explained that he\njourneyed from Promalock\nto Esteria by boat.","亚特鲁告诉布鲁多等人，\n自己是从普罗玛洛克港乘小船\n来到艾斯塔里亚。","",
428,"My word... You came\nfrom overseas?!","什么...你是从外面来的吗！","",
429,"Amazing... You're the\nfirst man I know of to\nget past the Stormwall.","这真是...太惊奇了。\n外面居然有人能够越过\n『岚之结界』过来这里...","",
430,"What do you two think\nyou're doing?!","你们两个在干什么！？","",
431,"Uh-oh, here she comes...\nWatch out, boy, she'll\nchew you up!","唉呀，啰唆的护士大人\n过来了...","",
