2283,"I'd like to think that\nif the monsters are real,\nthen surely the Goddesses\nare, too...","既然魔物的存在是真的，\n那么女神的出现也是有可能的了。\n抱持着这样的希望是不是很笨呢？","魔物が本当にいるなら、\n女神だっていてもよさそうなものだが。\nそれを望むのは愚かだろうか？",
2285,"Young man, please\nhear me out!","少年啊，你听我说！\n","少年よ、聞いてくれ！\n",
2286,"Over by the pier at the lake, I\ntaught a beautiful young girl\nhow to play a grass flute. She\nwas absolutely overjoyed!","以我曾经在湖边的栈桥\n教一位美丽姑娘吹草笛的方法，\n对方可是开心极了。","湖の桟橋でのことじゃ。\n美しい娘に草笛の鳴らし方を教えたら\nものすごく喜ばれてしまったのだ。",
2288,"I can't believe something\nso simple could make her\nso happy. But making her\nhappy made me happy, too.","看到她开心的样子，我也快乐得不得了。","なんだか、無性に嬉しくなってしまった。",
2289,"I'm closer to leaving this\nworld than ever before, and\nmy mind...isn't so sharp. But\nI will never forget this day.","或许我是老了，来日不多了。\n不过我永远不会忘记这个日子的。\n哈哈哈哈。","わしは老い先短いかもしれん。\nだが、今日の日を永遠に忘れはしない。\nはっはっは。",
2291,"Back in my mining days, I once came\nacross an old chamber filled with\nlight...and therein, I saw the most\nbeautiful statues of two Goddesses!","以前我在银矿山工作的时候，\n曾经在坑道深处发现一个奇妙的房间。\n满室都是青色的白光，\n其中还摆着两尊美丽的女神像。","昔、わしが銀鉱山で働いていたころ、\n坑道の奥で奇妙な部屋を見つけたんじゃ。\nそこは青白い光で満たされていて\n二体の、美しい女神像が置かれていた。",
2292,"It felt sacred, like I was\nlooking on the guardian spirits\nof the mine. Since then, we miners\nhave been praying every day...","因为太神圣了，\n我们以为那是矿山的守护神，\n所有工人每天都一定\n会去那里祈祷...","あんまり神々しいんで\n鉱山の守り神に違いねぇってんで\nわしら鉱員は、毎日祈りを\n欠かさなかったもんじゃが……。",
2293,"One day, one of the Goddess statues\njust disappeared, without a trace.\nWe all took that to be an omen.\nBut...what does it mean?","可是有一天，其中一尊女神像\n竟然突然消失不见了。\n这世上还真是什么怪事都有呀。","ある日、片方の女神像が\n忽然と消え失せていたんじゃ。\n不思議なことがあるもんだと思ったよ。",
2294,"The other statue was holding a big,\nblack pearl. It should still be\ndown there, but with all the\nmonsters, I'm not about to go check!","另一尊抱着黑真珠的女神像，\n现在应该还在矿山深处吧...\n因为魔物出现的关系，没有人会去搬动。","黒い珠を抱えた、もう一体の女神像は\n今でも鉱山の奥にあるはずじゃが……\n魔物が現れたために、放置されたままじゃ。",
2295,"I would love to see that\nstatue again, but I could\nnever survive in there.\nPerhaps you could, though...","想到女神像被丢在\n魔物堆的里面我就很不忍心。\n少年啊，你愿意帮我去把她运出来吗？","あの女神像を、魔物のいる中に\n置き去りにしておくのは忍びない。\nあんた、代わりに運び出してくれんかね？",
2296,"There's a young girl staying at\nJeba's house. When I spoke with\nher, I was amazed at her fine\nmanners. Such a charming girl!","洁瓦家来了个年轻女孩。\n我去找她聊了一下，\n发现她真是个知书达礼的好姑娘呀。","ジェバの家に、若い娘が来てるな。\nいっぺん話してみたが、折り目正しい\n気立てのよさそうなお嬢さんだった。",
2297,"Still, I could swear I've seen\nher face somewhere before...\nProbably just my imagination.","不过她的长相...\n总觉得好像在哪里看过...\n嗯...可能是错觉吧。","ただ、あの顔……\nどこかで見たような気がするが……\nまぁ……気のせいかもしれんな。",
2298,"If I'd met a lovely girl like\nthat before, I'd certainly\nremember it!","总觉得好像在哪里见过她...\n那么美丽的姑娘我是不可能没印象的呀。","どこかで見たような気もするが……\nあんな綺麗な娘さんを忘れるはずもないしなあ。",
2299,"Hmmm... Yes, surely\njust my imagination!","嗯...\n应该是我想太多了。","うーん……\nやっぱり、わしの気のせいだな。",
2303,"Everyone hates the thieves,\nbut their leader, Goban, is\nreally a great man.","虽然大家都很厌恶山上的盗贼，不过，\n盗贼的老大古邦是可个了不起的人物。","皆、盗賊のことを嫌っているようじゃが\n首領のゴーバンは、あれで大した男じゃ。",
2305,"Once, when I was under\nattack, he came to my aid.\nSaved my life, he did!","以前我差点被魔物攻击的时候，\n还是古邦出手救了我。","わしは以前、魔物に襲われかけた時\nゴーバンに助けてもらったことがある。",
2306,"If you ever get the chance,\nyou really should talk to\nhim.","要是有机会的话，\n可以找他袒诚布公的聊一聊。","もし、機会があったら、\n腹を割って話してみるといい。",
