2700,"Don't you worry about me.\nOnce my leg's stopped throbbing,\nI'll make my way out of here.","我不会有事的。\n总是有办法的啦。","",
2701,"Adol...? It's me, Luta Gemma.","亚特鲁先生...\n是我。卢达·洁玛。","",
2702,"I was hiding out with Raba, but\nthe monsters located us.","我去找拉巴老人，\n途中不幸被魔物们发现...","",
2703,"<!empty>","","",
2704,"<!empty>","","",
2705,"I managed to get away, but hurt\nmy leg rather badly in the process.","虽然勉强逃了出来...\n不过...我的脚也因此受伤。","",
2706,"<!empty>","","",
2707,"<!empty>","","",
2708,"Were you...the one who stopped the\nmusic? Thanks to you, I was able to\nget out of that room. Much obliged!","是你让走廊的曲子停下来的吗？\n谢谢你...多亏有你，我才能恢复自由之身。","",
2709,"Pity I lost my Idol, though. I'll\nhave to keep to the shadows, I\nsuppose.","自从偶像没了以后，一下子就被魔物找到，\n然后就...如你所见了...。","",
2710,"Please, don't worry about me.\nYou have more urgent matters\nto attend to.","唉呀...我的事你不用操心。\n倒是，发生了比这更重要的大事了。","",
2711,"Three stories up, there's a\npassage to a smaller suspended\ntower, known as #02Rado's Annex.","这里往上三层楼的地方有个走廊，那是通往\n#02拉多之塔#00的渠道。","",
2712,"It's a creepy place that seems\nto be used as a prison, and a young\ngirl is being held there right now.","拉多之塔是用来囚禁用的小塔。\n刚刚就有一个姑娘被关进那里面。","",
2713,"And if my research is accurate,\nthe door can only be opened by\none with an #02evil heart.","听说囚禁她的房间的门，只有\n#02邪恶者#00才可以打开。","",
2714,"I know that's not you, but...maybe\nwith the right item, you can find a\nway. Please, rescue that girl!","你能不能想想办法打开那扇门，\n救出那个姑娘呢？","",
2715,"...Oof...","......唔。","",
2716,"<!empty>","","",
2717,"I was attacked by a monster...\nGot away, but not without injury.\nHurts if I talk too much...","不小心讲话讲太多，\n被魔物打伤的地方又疼起来...","",
2718,"<!empty>","","",
2719,"The door leading to the girl's cell\ncan only be opened by one with an\n#02evil heart#00...but you can find a way!","听说囚禁她的房间的门，只有\n#02邪恶者#00才可以打开...\n我想你应该有办法找出开门的方法吧。","",
2720,"You should get going, while the\ncoast is clear. If you don't hurry,\nshe could be killed!","好了，趁魔物还没来，你赶快走吧。\n动作太慢的话，我担心那女孩会被杀死。","",
2721,"<!empty>","","",
2722,"So, the girl is safe?\nThat's wonderful news!","是吗，她平安无事吗。\n...那我就稍微安心了。","",
2723,"I'm...going to rest here. Please,\ngo and find the Books of Ys.","我要留在这里休息...。\n你去寻找伊苏之书吧。","",
2724,"When you get them all, bring them\nhere for me to read, if you would.","等你找到所有的书，\n一定要拿来让我看一眼...","",
2725,"<!empty>","","",
2726,"<!empty>","","",
2727,"...what's that you say? The door to\nthe top floor sent you flying back\nwhen you touched it?!","...什么？你说最高层的门，\n一碰就会发出火花？","",
2728,"Hmmm... Guess it's behind a barrier\nof some sort.","嗯...\n看来那里被设下强力的结界了。","",
2729,"My necklace has the power to repel\nevil, but you may need something\nwith even greater strength.","我的项链也有破邪之力。不过\n要打开最高层的门的话，\n还需要力量更大的道具才行。","",
2730,"...If I'm not mistaken, Luta has an\namulet made of the same crystal.","...对了，叫做卢达的那位青年\n他的护身符跟这个项链用的是相同的矿石。\n","",
2731,"<!empty>","","",
2732,"<!empty>","","",
2733,"Perhaps, if you were in possession\nof such an amulet, you could get\nthrough...","有那个护身符的话，或者...","",
2734,"Perhaps, if you were in possession\nof such an amulet, you could get\nthrough...","有那个护身符的话，或者...","",
2735,"...Oh, you got it from him already?","...什么，原来你早就有了。","",
2736,"Yes, I believe that amulet should\ndo the trick. Give it a try, Adol!","嗯，有那个护身符的话，\n说不定可以破除最高层的门\n上面的强力结界。\n试试吧，亚特鲁！\n","",
2737,"You may find the puppetmaster\nbehind all these horrific events\nbehind that door.","...我猜支配这座塔，\n所有事情的原凶就在最顶层那里。\n","",
2738,"I can't imagine who it is, but I\ndoubt he'll go down without a fight.\nYou'd best be well prepared!","我是不知道他是谁啦，但是，\n那家伙很可能不是普通的强。你最好要有心理准备。","",
2739,"<!empty>","","",
2740,"Take care of yourself, Adol.\nMay destiny be with you.","亚特鲁...你千万要小心啊。","",
2741,"<!empty>","","",
2742,"Don't lose that amulet. I'm quite\ncertain you'll be needing it.","卢达把护身符交给你了吗...","",
2743,"<!empty>","","",
2744,"<!empty>","","",
2745,"<!empty>","","",
2746,"Oh... Adol!","啊...亚特鲁先生。","",
2747,"It's me, Reah...the troubadour.\nDo you remember?","好久不见...我是诗人蕾雅。","",
2748,"I had faith that you would come.","我就知道你一定会过来。","",
2749,"I let myself be captured. I knew no\nother way to find you, and there\nwas something I had to tell you.","是这样的，我是为了告诉你一件事，\n...故意让魔物抓到我的。","",
2750,"It's in regards to the man who\nultimately locked me in this\nroom. His name...is #02Dark Fact.","把我关进这里的人是\n#02达尔克·法克特#00...\n","",
2751,"He is a fearsome man of ill intent,\nwho wears a jet-black cape to\nintimidate those around him.","他是穿着黑色斗蓬的可怕男人。","",
2752,"He means to use the power of the\nmonsters to exercise control over\nall of Esteria.","他打算利用魔物的力量，\n将整个艾斯塔里亚纳为己有。","",
2753,"He may even aspire to conquer\nthe entire world!","不只如此，他还有君临世界的野心...","",
2754,"Adol... You possess the Books\nof Ys, do you not?","亚特鲁先生...\n你已经有『伊苏之书』了吧？","",
2755,"Should Dark Fact acquire those\nbooks, the world would suffer\nconsequences most dire.","要是所有的伊苏之书都落入他的手中的话，\n世界将会发生巨大的灾难。","",
2756,"Please... You must somehow put\na stop to his evil ambitions.","...求求你。\n你一定要阻止达尔克·法克特的野心。","",
2757,"Very few people in the world are\ncapable of reading the Books of Ys\nanymore.","伊苏之书是只有极少数人\n才能够阅读的。","",
2758,"You, more than any, have\nearned the right to do so.","你有读那本书的权利。","",
2759,"Please, take this with you. It\nwill grant you the power to read\nthe ancient language of Ys.","请收下这个物品。\n戴上它就可以看懂伊苏的文字。","",
2760,"<!empty>","","",
2761,"<!empty>","","",
2762,"When you have read all six of\nthe books, the full scope of the\nlegends shall become known.","...当你阅读六本伊苏之书时，\n所有事实真相都将会明朗。","",
2763,"Adol... Please uncover\nthe truth...","亚特鲁先生...\n希望你用自己的眼睛来见证事实的真相。","",
2764,"Darm Tower is a dreadful place...\nyet it feels oddly familiar to me.","达姆之塔，\n明明是个恐怕的地方...\n不知为什么...却又这么令人怀念。","",
2765,"...You must go. Never fear,\nAdol Christin.","...亚特鲁先生，\n接下来还有很多事情等着我去做。","",
2766,"There is something I must do.\nAnd once I have accomplished\nmy task, I will follow you.","请不用在意我，\n继续往前走吧。","",
2767,"Do be careful when facing\nDark Fact...","还有，遇到达尔克·法克特\n你一定要小心。","",
2768,"His black cape has been augmented\nwith a lining made from #02Cleria#00--\nthe magical metal of Ys.","他披的黑色斗蓬是用\n#02克莱里亚#00金属混入编织而成的。","",
2769,"If you do not have equipment made\nof the same metal, you will likely\nbe unable to defeat him.","必须使用克莱里亚做成的装备\n才可能跟他相抗衡。","",
2770,"#03Well, now. You must be the\nswordsman dear Reah spoke of.","#03哦...\n你就是那个占卜师找到的剑士吗。","",
