500,"<!empty>","","",
501,"First the Stormwall, then the monsters...\nWhat's next, a plague of locusts?!","不论是岚之结界也好，魔物的出现也好...\n现在艾斯塔里亚这个地方\n好像即将发生什么可怕的大事件。","",
502,"Yet, you're still with us! Seems like\nthe hand of fate is guiding you...","你会漂流到这个地方来，\n说不定，也是受到什么力量的引导。","",
503,"<!empty>","","",
504,"Fools rush in, though. Best chat with\nthe townsfolk. You might learn something\nvaluable!","但是做事绝对不能太过急躁。\n应该先去找许多人打听，做个了解。\n如此一来，自然会找到你该前进的道路。","",
505,"Best chat with the townsfolk. They may\nknow something you don't!","应该先去找许多人打听，做个了解。\n如此一来，自然会找到你该前进的道路。","",
506,"<!empty>","","",
507,"Trouble's a-brewin' over in Minea.\nSomebody, somewhere, is planning\nsomething awful.","米内亚那里好像发生了事件。\n虽然不知是谁做的...真是残酷啊。","",
508,"You're looking well. If you should ever\nneed our help, drop by anytime, okay?","身体看起来没什么大碍。\n身体不舒服的话随时可以过来。","",
509,"<!empty>","","",
510,"Slaff says you'll be helping the\nmilitia. Don't know what to think\nof that, to be honest...","我从斯拉夫那里听说你的活跃事迹。\n老实说...一开始我还是挺担心的。\n现在你显得可靠稳重多了。","",
511,"...Ahh, never mind me. Just keep an eye\non your health. That's all I ask!","我不打算多说废话。\n你就自己衡量自己体力，\n去试看看自己能力的极限吧。","",
512,"<!empty>","","",
513,"<!empty>","","",
514,"<!empty>","","",
515,"<!empty>","","",
516,"<!empty>","","",
517,"You're going to Minea? Well, just be\ncareful not to get yourself hurt again!","你要去米内亚吗？\n你的身体才刚好没多久，不要太勉强自己哦。","",
518,"<!empty>","","",
519,"You're looking healthy. How are you\nholding up?","啊，你看起来气色不错。\n身体状况如何啊？","",
520,"Hurt, again?! *sigh* Just 'cause you're\nyoung and dashing does NOT mean you're\ninvincible, okay?","你怎么又受伤了呢！\n不要仗着自己年轻就太乱来哦。","",
521,"<!empty>","","",
522,"Something terrible's been happening in\nMinea. I wonder if Barbado is next...","米内亚那里好像发生了大事情啊 。\n巴尔巴多不知道会不会有问题...","",
523,"But we do have Slaff's militia to\nprotect us here, so I think we'll\nbe okay. I hope so, anyway!","巴尔巴多\n有斯拉夫的自卫队在保护，\n一定不会有事的。","",
524,"<!empty>","","",
525,"You're looking troubled, Adol. Troubled\nand vulnerable...","亚特鲁，才多久没见，\n你的神情变得这么紧绷。\n...我想你是不是太辛苦了。","",
526,"Adol, be careful. If you get hurt, take\na moment to rest, okay?","亚特鲁，请你一定要保重啊。\n受伤的话不要太勉强，\n让身体休息也是很重要的。","",
527,"<!empty>","","",
528,"<!empty>","","",
529,"<!empty>","","",
530,"<!empty>","","",
531,"What's this? You're barely even\nscratched! Nurse Ayla should be\nable to handle this. Nurse!","什么啊，这点程度的小擦伤，\n根本用不着我动手嘛。","",
532,"Yes, sir! Now, Adol, please hold still.","好。\n来，亚特鲁。\n就这样不要动哦。","",
533,"I said, HOLD STILL!","不可以，请不要动！","",
534,"Eh? You're already fully healed!\nWhat's your angle...?","...啊？\n早就已经全好了嘛。","",
535,"Your injuries are fully healed.","你的伤早就已经好了哦。","",
536,"<!empty>","","",
537,"This is probably going to hurt.\nDisinfecting... Medicating...\nBandaging.... Praying, profusely...","哦，这个应该很痛吧。\n先消毒...上药...包上绷带...","",
538,"Ohh, it's just a scratch! Some salve\nwill do you just fine.","这只是小小的擦伤而已。\n涂点红药水就可以了。","",
539,"<!empty>","","",
540,"<!empty>","","",
541,"There we are. Try not to strain\nyourself. You need your strength!","瞧，这样就好了。\n以后不要太乱来啦。\n认清楚自己的力量也是必须的。","",
542,"What? I just treated you. I'm not senile\nyet, you know!","什么？\n刚刚才帮你治疗过的吧。\n你怎么可以比我先老呆呢。","",
543,"I'm sorry, we're all out of the Red\nDigitalis plant we need to make healing\npotions.","不好意思。\n药的原料，毛地黄\n已经没有了。","",
544,"Dr. Klaus in Minea should have some\nextra, though. You should go see him.","米内亚的克拉杰医院的话\n应该还有不少库存，\n你去那里帮我拿一些过来吧。","",
545,"Ah, you're going out again? Take care of\nyourself, Adol!","是吗？你又要出去了吗。\n记住，不能太勉强自己哦。","",
546,"<!empty>","","",
547,"<!empty>","","",
548,"<!empty>","","",
549,"<!empty>","","",
550,"Why, if it isn't Adol! You okay to be\nmoving around like that?","嗨，亚特鲁！\n你这样活动身体没问题吗？","",
551,"Every time I stopped by, you were sound\nasleep. You must have been exhausted!","我去病房找你时你都在睡觉。\n好像很疲累的样子。","",
552,"So...heard any murmurings overseas about\nEsteria?","对了，外面的人对艾斯塔里亚的事\n是什么样看法？","",
553,"I'd love to know what people are saying\nabout us!","说来听听怎么样？","",
554,"Adol told Slaff he'd heard the land was\ncursed.","\n亚特鲁转述了人们称艾斯塔里亚\n是被诅咒的国度的说法。","",
555,"...Cursed, huh? That's not really true,\nbut it's also not TOO far off.","...被诅咒的国度吗。\n虽然没完全说中，但也差不多了。","",
556,"Guess we can't count on any support from\nthe outside, if they think we're cursed\nover here. We've gotta take action!","果然还是不能寄望外面那些人。\n得靠自己来找出办法啊...","",
557,"Anyway, I don't know a whole lot, but\nI'll gladly answer any questions I can.\nAsk away!","我知道的不能代表全部，\n我只能说出所有我知道的部份，怎样？","",
558,"<!empty>","","",
559,"Hey, Adol. You're looking well! How are\nyou adjusting to Esterian life?","嗨，亚特鲁，你好像完全康复了嘛。\n还有什么想知道的吗？","",
560,"<!empty>","","",
561,"Anything on your mind?","你想了解什么？","",
562,"Barbado","巴尔巴多","",
563,"Esteria","艾斯塔里亚","",
564,"The Stormwall","岚之结界","",
565,"The Militia","自卫队","",
566,"Nothing","没什么特别的","",
567,"Barbado is the only port town in\nEsteria.","巴尔巴多是艾斯塔里亚唯一的港口都市。","",
568,"It used to just be a small fishing\nvillage until silver was discovered\nnearby. Then, it boomed overnight!","很久以前是普通的经济萧条的渔村。\n自从艾斯塔里亚开始产银之后，\n巴尔巴多就发展成贸易港口。","",
569,"...But ever since that Stormwall\nshowed up, no ships can get in or\nout. Our exporting days are over!","...但是自从岚之结界出现之后，\n就没有船只能进来这里，银矿也无法出口了。","",
570,"So now, it's just a fishing village\nagain. For the time being, anyway.","于是又衰退成原来的渔村那个样子啦...","",
571,"<!empty>","","",
572,"At least everyone got some money from\nall the silver trade while it lasted,\nI guess!","唉，因银矿而繁荣的时候，\n每个人都为了赚钱而奔波劳累。\n出点状况休息一下也是不错。","",
573,"Esteria is a small island country.","艾斯塔里亚是个小小的岛国。","",
574,"There are only a few towns here.\nBarbado, the walled city of Minea,\nand Zepik Village in the mountains.","有人住的地方，不外就是\n这个巴尔巴多跟城壁都市米内亚、\n以及山麓的皮塞克村。","",
575,"Not long ago, there was also a town\ncalled Rastin, but it got wiped out\nby monsters after the mine closed.","不久之前还有拉斯提尼村。可是...\n受到银矿山封闭跟魔物来袭的打击，\n现在已经没人住在那里了...","",
576,"The place where I found you is called\nWhitehorn Beach.","你漂流到的地方\n被称为「白号角砂滩」。","",
577,"Mother-of-pearl pieces wash ashore\nthere. Great place for a stroll,\nsave for the monsters everywhere!","那个砂滩很漂亮，像铺了一层真珠贝的碎片一样\n纯白美丽。\n要不是有魔物出没，那里可是最适合散步的好地方。","",
578,"The walled city of Minea is to the\nnorth, beyond the plains. Good starting\npoint for any adventure.","从城镇向北走，到了草原再过去，\n是被城墙包围的都市，米内亚。\n如果有什么事要办，可以在这里先整顿好装备。","",
579,"<!empty>","","",
580,"What else... Oh, yeah! Darm Tower!\nEsteria's claim to fame-- sort of.","其他的嘛...\n艾斯塔里亚的地标，算是「达姆之塔」吧。","",
581,"What else... Oh, yeah! Darm Tower!\nEsteria's claim to fame. No doubt\nyou saw it on your way here.","还有就是，对了...\n艾斯塔里亚的地标，「达姆之塔」。你来这里的时候也有看见吧？","",
582,"It just seems to kiss the clouds,\ndoesn't it? On clear days, you can\nsee it all the way from Promalock!","那是高耸入天的巨大高塔，古代的遗迹。\n听说天气好的时候，从海的另一头的\n普罗马克港也可以看到它。","",
583,"There are other touristy spots, but\nthey've been infested with monsters\never since the Stormwall showed up.","唉，这儿旅游名胜不少，可惜...\n自从岚之结界出现以后，\n到处都是魔物在徘徊游荡。","",
584,"<!empty>","","",
585,"Damned thing really made life difficult\nfor us.","危险得要命，更不可能去到处逛逛了。","",
586,"It appeared...let's see, about six\nmonths or so ago.","那是...大约是半年前左右吧。","",
587,"The first storm started on a night when\nsome trade ships carrying silver set out\nfrom Barbado.","载着白银的商船从巴尔巴多港出港的夜晚，\n...发生了强烈的暴风雨。","",
588,"Buffeted by the storm, the ships were\nobliterated. Washed ashore on Whitehorn\nBeach the next morning.","船舶被暴风雨卷入，严重破损，\n漂流到白号角沙滩。","",
589,"We first thought it was an isolated\nincident, but the same fate's been\nmet by every other ship since.","一开始大家以为是倒霉的意外，\n可是从那天之后，所有船只\n都会遇到同样的事情...。","",
590,"That's how the Stormwall got its start.\nAnd now, we Esterians are pretty much\ntrapped here!","那就是岚之结界的开端。\n艾斯塔里亚的人被孤立岛上\n一步都无法离开。","",
591,"<!empty>","","",
592,"Most people have just kind of resigned\nthemselves to their fate. But me? I'm\ntoo stubborn for that!","现在几乎所有人都放弃了。\n...偏偏这就是我最不能容忍的事情。","",
