1349,"I already treated you. You should be\nfeeling absolutely stupendous right\nabout now!","治疗结束了哦。你应该不痛了吧？","治療は終わってますよ。もう、平気でしょう？",
1350,"Oh dear, I'm afraid you don't\nhave enough gold...","啊...你的钱不够哦？","あら……お金、足りませんか？",
1351,"I'm not allowed to treat your\ninjuries if you don't pay. I'm very\nsorry! Will you be all right...?","嗯，这样子\n我没办法为你疗伤耶。","うーん、それじゃあ\n傷の手当てもできませんねぇ。",
1352,"...Hee hee, I'm just kidding! I'd\nnever allow someone who's injured\nto walk out of here in pain!","嘻嘻，骗你的☆\n我怎么可能放着眼前受伤的人不管呢。","フフ、嘘です☆\n目の前の怪我人を放っておいたりしませんよ。",
1353,"This potion is made from the Red\nDigitalis plant that grows on the\nmountain. It can heal any injury.","我们的药是用高山特有的\n红色毛地黄的叶子熬制而成的。\n不论什么样的伤都可以立刻治愈哦。","うちの薬は、高山にしか生えない\n赤ジギタリスの葉を煎じたものです。\nどんな傷も、たちどころに治してくれますよ。",
1355,"It's only#02 300 Gold.\n#00Will you buy it?","#02300>4Gold#00>4\n这个价格应该还算合理，\n您的决定呢？","#02300>4Gold#00>4と\nお手ごろな値段ですが、\nどうします？",
1356,"Buy","买","買う",
1357,"Cancel","不买","買わない",
1359,"Oh, you already have one! It's not\neasy to make, so I'd rather save it\nfor patients with a greater need.","啊...\n您已经有了哦？","あら……\nもう持ってらっしゃいますよ？",
1362,"Here you go. Use it well.","好，就是这个。\n请爱惜使用哦。","はい、どうぞ。\n大事に使ってくださいね。",
1363,"Oh, my... You don't have enough\nmoney!","啊...\n你的钱好像不够耶。","あら……\nお金が足りないようですね。",
1364,"Take care of yourself.","那么请保重。","お大事にね。",
1367," Speak with whom?","要做什么？","どうしますか？",
1368,"Bartender","与老板讲话","マスターと話す",
1369,"Muscular man","与肌肉男讲话","筋肉質の男と話す",
1370,"One-eyed man","与独眼男子讲话","隻眼の男と話す",
1371,"Leave","离开当场","その場を離れる",
1373,"Ah, a new face. From whence did\nyou come, sir?","你不是这个地方的人哦。\n你是从哪里来的啊？","お前さん、この町のモンじゃねぇな。\n一体どこから来たんだ？",
1374,"...Barbado, you say?","...你是说巴尔巴多？","……バルバドからだって？",
1375,"Ah, you're the lad who crossed the\nStormwall, then?","原来越过结界漂流到那里\n的红发小子就是你啊！","そうか、結界を越えて流れ着いた\n赤毛の小僧ってのは、お前さんかい！",
1376,"I heard about you from members of\nthe Barbado Militia, when they came\nhere on their rounds.","是这样的，巴尔巴多自卫队的人\n上次来到米内亚的时候\n刚好就在谈论你的事情。","いやな、バルバドの自警団の連中が\nこの前ミネアに来たとき\nお前さんの噂をしてたんだよ。",
1377,"Sorry if I sounded a bit suspicious\nwhen I asked where you were from.","不好意思，当时我还半信半疑的质问了堆问题。","悪かったなぁ、疑うような口調で聞いちまって。",
1379,"Lately there have been a lot of\nbreak-ins, so I thought maybe you\nwere casing my establishment.","最近我们这地方\n经常遇到盗贼来闹事。\n我还以为你是他们一伙的。","最近、どうもこの町を\n盗賊が荒らしているみたいでな。\nその一味かと思ったんだ。",
1382,"You've heard about Sara's murder?\nAt first, people suspected the\nthieves, but nothing was taken...","占卜师被杀那件事你听说了吗？\n最初大家还以为是盗贼干的，\n可是后来一查，发现值钱的东西都还在，一样也没少。","占い師が殺された話は聞いたか？\n最初は、盗賊の仕業かと思ったんだが、\n金目の物は一切盗られてなかったそうだ。",
1383,"Perhaps it was someone...\neven less scrupulous?","搞不好世上还有\n比盗贼更难惹的组织啊...。\n","ひょっとしたら、盗賊以外にも、\nヤバイ連中がいるのかもしれんな……。\n",
1384,"Adol Christin! How have you been?\nYou should stop by more often.\nYou're always welcome here!","嗨，亚特鲁。\n偶尔也到我们店里来放松一下嘛。\n我们可是很欢迎你的。","よぉ、アドル。\nたまには、うちの店で息抜きしてけよ。\nお前さんなら大歓迎だぜ。",
1385,"Those damned thieves just come and\ngo as they please... I think it's\nhigh time for a bit of hunting...","那些盗贼简直是太无法无天了。\n应该尽快去围剿掉那些坏蛋才对...","盗賊の奴ら、好き放題やってるみてぇだ。\n近いうちに盗賊狩りをやらんとな……。",
1386,"Perhaps you'd care to join me?","怎样，你愿不愿意帮这个忙啊？","どうだ、お前さんも手を貸さねぇか？",
1389,"Haven't seen your face before.","...你是生面孔哦？","……見かけん顔だな？",
1393,"My name's Garreck. I've been hired\nby the city to track down those\ndirty thieves.","我是盖雷克。\n被聘请来猎捕盗贼的。","俺は、ギャレック。\n盗賊狩りのために雇われた者だ。",
1395,"Will you have a\ndrink with me?","怎样，要不要一起喝一杯？","どうだ、\n一緒に飲まんか？",
1396,"Yes","一起喝\n","一緒に飲む\n",
1397,"No","我不大方便","遠慮しておく",
1398,"Ain't learned much about the crooks\nbut I did find out that long ago,\nthere were Roda Trees in Esteria.","很久以前这个国家\n曾经有一棵树，名字叫做『萝妲』。","ずっと昔、この国には\n『ロダ』という名前の樹があったらしい。",
1399,"Never heard of a Roda Tree before?\nIts seeds are said to be one of the\nfinest delicacies in the world.","它的果实与种子的美味程度，\n听说胜过世上所有的食物。","その実と種は、どんな食べ物にも優る\n素晴らしい味がしたそうだ。",
1401,"I'd love to taste one, just once,\nbefore I die. Don't suppose you've\ncome across any, have you?","有机会的话真想尝一尝是什么味道。\n你有没有看到可能是萝妲之树的树啊？","一度でいいから味わってみたいもんだ。\nお前さん、それらしい樹を見たことはないか？",
1404,"Thieves and murderers... What\na sorry state this land is in.","盗贼骚动之后是发生命案吗...。\n真是，这世间变得太危险了。","盗賊騒ぎの次は、人殺しかい……。\nまったく、物騒な世の中になったもんだな。",
1405,"What kind of person would\nstoop so low?!","如果不是盗贼偷的...\n到底犯人会是谁呢？","盗みが盗賊の仕業じゃないとすると……\nいったい、犯人は何者なんだ？",
1406,"Ah, well... No sense gettin' myself\nin a knot over it.","算了，也不勉强你啦。","まあ、無理にとは言わないぜ。",
1407,"Holy... Is that a Roda Tree Seed?!","什么...！\n这个就是萝妲的种子吗！？","なにぃ……！\nこれがロダの種だってのか！？",
1408,"P-please, could I have just a\nsmall piece? I just... I just\nwant to sample it!","拜托你，\n一点点也行，给我一点点...。","た、頼む。\nひとカケラでいいから……。",
1409,"...Actually, you know what? Never\nyou mind. I'm going to hold myself\nback.","...不，还是不用了。","……いや、やっぱり結構だ。",
1411,"I'm a little worried that if I try it,\nI'll grow a taste for it, and normal\nfood will never sate my hunger again.","只能咬个一小口，\n反而会在心里留下遗憾。","少しかじったくらいじゃ、\nかえって未練が残るってもんだ。",
1412,"It's just good to know that it's\nreal. Maybe some day I'll find one\nmyself. And by then, I'll be ready!","能够知道它真的存在，我就满足了。\n快乐的事可以留到以后再享用。","実在するのが分かっただけでもいい。\nお楽しみは、後に取っておくとするさ。",
1418,"Ahh... What to do, what to do...","啊...到底该怎么办好呢。","ああ……どうしたらいいんだ。",
1420,"Would you hear out a\nhumble patron of this\nfine watering hole?","大哥！你愿意听我讲一下\n我正在烦恼的事情吗？","兄ちゃん！　俺の悩みを\n聞いてくれるかい？",
1421,"Sure","听啊","聞く",
1422,"Rather not","不想听","聞かない",
1423,"My name is Rando-- I mean, Donis.\nSorry, Randolph is my brother's\nname. I get us confused sometimes.","我的名字叫多尼斯。","俺の名前はドニス。",
1424,"Somewhere in this general area, I\nlost a beautiful sapphire ring I'd\npurchased as a gift for my wife.","我用辛苦存下来的私房钱\n买了准备送给老婆当礼物\n的蓝宝石戒指不见了。","かーちゃんにあげるために、\nヘソクリはたいて買ったサファイアの指輪を\nなくしちまった。",
1426,"Without it, I feel as if I can't\neven face her. Damnable thieves!\nI'll wager this is their doing!","这样子我怎么回家嘛...\n可恶，这一定是\n那些盗贼干的好事。","俺は、もう家に帰れねぇ……。\nちくしょう、これもやっぱり\n盗賊のしわざなんだろうなぁ。",
1427,"Without it, I feel as if I can't\neven face her. Damnable thieves!\nI'll wager this is their doing!","这样子我怎么回家嘛...\n可恶，这一定是\n那些盗贼干的好事","俺は、もう家に帰れねぇ……。\nちくしょう、これもやっぱり\n盗賊の仕業なんだろうなぁ。",
1430,"Ohh, whatever shall I do? I can't\ngo home without that ring!","啊...\n我该怎么办。\n照不到戒指叫我怎么回家嘛...","ああ……\nどうしたらいいんだ。\n指輪が見つからないと家に帰れない……。",
1431,"What the hell is wrong with those\nthieves? Why can't they rob from\nthe rich and give to the poor?!","那些的盗贼偷我这种平民小老百姓的戒指\n真是太没天良了。","盗賊のヤツら、なにも俺みたいな庶民から\n指輪を盗むことないじゃないか。",
1433,"(hic) Oy, Adol... Why so serious?\nLet's shake what we got! (hic)","...(打嗝)...嗨，亚特鲁。\n怎么啦？一脸衰相的做什么。来啦，咱们一起狂欢。\n(打嗝)。","……うぃ～く…よおアドルぅ。\n何だぁ？　しけた顔して。まぁ、パーといこうや。\nウィ～ック。",
1434,"Hey now, Donis, I think you've had\nenough. Adol, back me up, will you?","喂，多尼斯。你喝太多酒了。\n喂，亚特鲁。你能不能帮帮我这个忙呀？","おいおい、ドニス。お前…飲みすぎだぞ。\nなぁ、アドル。なんとか力になってやってくれんか？",
1435,"...I don't care...about anything\nanymore... Without that ring...\nI'm doooooooomed...","......。\n啊...没有戒指的话...我实在是...。","………。\n…はぁ～指輪がないと…俺は……。",
1436,"Ahh... How am I ever gonna\nexplain this to my wife?!","啊。\n我要怎么向我老婆交代呢。","ああ～。\nかーちゃんにどう説明すればいいんだ。",
1437,"Man, Donis is sure down in the\ndumps. Adol, is there anything\nyou can do for him?","真是，多尼斯这家伙也有够麻烦的。\n怎样，亚特鲁。你看你能不能帮他一下呢？","まったく、ドニスのやつも困ったものだ。\nなあ、アドル。なんとか力になってやってくれんか？",
1438,"Boy, are you ever heartless...","什么嘛，大哥你也太无情了吧...。","何だよ、つれない兄ちゃんだな……。",
1439,"...You found my ring at the pawn\nshop? And you bought it back?!","你在交换所找到戒指了？\n并且你还把它买回来了？","指輪が取引所で売られていたって？\nそれを買い戻してくれたのか！",
1440,"Th-thank you so much... Now I can\nactually face my wife again!","啊，感激不尽...\n这么一来我就有脸面对我老婆了。","あ、ありがてぇ……\nこれで、かーちゃんにも顔向けできるってもんだ。",
1441,"I can't offer you much in return,\nbut...you have no idea what this\nmeans to me...so please, take this.","这个谢礼代表我小小的心意。\n请你无论如何一定要收下！","これは少しばかりのお礼だ。\nどうか受け取ってくれ！",
1444,"Adol received#02 1500 Gold.","#021500>4Gold#00>4入手。","#021500>4Gold#00>4受け取った。",
1448,"My ring's been found, everyone!\nA round of drinks, on me!","为了庆祝找到戒指，\n再乾一杯吧！","指輪が見つかったお祝いに\nもう一杯やっていくかぁ！",
1449,"Hey, Adol. I finally went home, and\ngave that ring to my wife. Thank\nyou again for saving my hide.","嗨，亚特鲁。\n我把戒指拿给我老婆了。\n谢谢你，多亏有你的帮忙。","おお、アドル。\nかーちゃんに指輪を渡せたよ。\nありがとう、お前さんのおかげだ。",
1451,"Uuuughh... I think I drank too\nmuch, though... I don't feel so\ngood...","唔~。\n酒有点喝多了。想吐...呜。","うぃ～。\n飲みすぎたかなぁ。気持ち悪い……うぷ。",
1453,"Huh...? The boss is looking for\nme? Yikes! Guess I'd better get\nback to work, then!","什么？呃...\n老大一直在找我？\n...看来我该回去了。","なにぃ～？　えっ……\nお頭が、俺を探してたぁ？\n……そろそろ戻った方がいいかなぁ。",
