2200,"<!empty>","","",
2201,"<!empty>","","",
2202,"That's...the Tovah family's lost Book\nof Ys...","那是『托霸之章』...","",
2203,"Guess that would make you the swordsman\nSara kept yammering about.","原来...\n莎拉口中的剑士，\n说的就是你啊...","",
2204,"...I heard what happened.","...莎拉的事我听说了。","",
2205,"Seems people think we're the ones\nresponsible for the murder, but we\nwould never do something like that.","谣言说杀死她的人是我们，\n简直就是胡说八道。","",
2206,"<!empty>","","",
2207,"<!empty>","","",
2208,"Sara...was my cousin...","莎拉...\n是我的堂妹...","",
2209,"I'm sure the one who killed her...","杀死莎拉的人，八成是『他』。","",
2210,"...was the man in the black cape. The\nsame man who stole all of Esteria's\nsilver.","披着黑色斗蓬的男子...\n也是抢夺艾斯塔里亚各地的银制品，\n害我们背黑锅的男人。","",
2211,"If I could just get my hands on him,\nI swear...","差一点就可以揪住他的尾巴了...。","",
2212,"...I swear I'd make him pay for what\nhe's done...","...我绝对不会...放过他...！","",
2213,"<!empty>","","",
2214,"My mother told me everything. In order\nto find the remaining Books of Ys, you\nhave to enter the tower.","你的事我听我妈说了。\n你想进去达姆之塔寻找伊苏之书是吧。","",
2215,"Since the day the Stormwall first\nshowed up, the tower's been teeming\nwith demonic sentries.","岚之结界发生以后，那座塔\n就出现了大量的魔物士兵。","",
2216,"Our band of thieves tried to get things\nunder control in there, but suffered\nheavy casualties.","我们盗贼帮本来想把塔内的魔物扫荡乾净的，\n结果反而遭到痛击。","",
2217,"They were too strong, too many...\nWe had no choice but to fall back.","如果只有士兵就算了...\n出现那种巨大怪物，我们根本就不是对手。","",
2218,"My right-hand man, #02Dogi#00, has also gone\nmissing. He's in there, but I can't even\nsay if he's still alive.","我的心腹#02多奇#00因此失踪不见...\n估计他已经不在人世了。","",
2219,"Darm Tower is an unbelievably dangerous\nplace, if you haven't gotten that\nalready.","达姆之塔就是这么危险的地方。","",
2220,"It's most definitely not for the faint\nof heart.","没有一点实力的话，千万不可以进去送死。","",
2221,"<!empty>","","",
2222,"<!empty>","","",
2223,"<!empty>","","",
2224,"Hmm...","嗯...","",
2225,"If you've truly mastered the silver\nequipment-- the sword, especially--\nthen you might just stand a chance...","如果你能善用银之盾、银之铠、\n以及银之剑的话，\n也许会有转机也不一定...。","",
2226,"Very well. I'll open the gate for\nyou.","...好吧。\n我就为你开门吧。","",
2227,"<!empty>","","",
2228,"<!empty>","","",
2229,"<!empty>","","",
2230,"Hold it! Just so you\nknow, that Wing you're\ncarrying...","先慢着！\n关于你持有的回归之翼...","",
2231,"...Well, Darm Tower is\nencased in a powerful\nmagical barrier.","达姆之塔的四周\n有强力的结界。","",
2232,"If you try to use the Wing, you'll\njust get sucked into the tower\nwalls. You'll be killed instantly!","使用回归之翼的话，不只不能飞到外面，\n还很可能卡在石墙之间或是摔死。","",
2233,"<!empty>","","",
2234,"I'd better hold onto it\nfor you, so there aren't\nany unfortunate accidents.","我帮你保管这个东西。","",
2235,"<!empty>","","",
2236,"<!empty>","","",
2237,"This door is one-way only.\nOnce you're inside, you won't\nbe able to get back out.","那扇石门只能单向通行。\n进去之后，\n是没办法从里面开门出来的。","",
2238,"It's also completely soundproof. So\nif you scream for dear life, it\nain't gonna wake us from our naps.","不只这样，它还有隔音效果。\n所以这道门是不轻易打开的。","",
2239,"I'd say at most, you should be\nlimited to one day in there.","还有，待在里面的时间\n最多不能超过一天。","",
2240,"Make sure you're back here\ntomorrow morning, with or\nwithout the Books of Ys.","那么明天早上...\n万一没有拿到伊苏之书，\n你都得回来这道门的前面。","",
2241,"I'll re-open the door to\nlet you out when the sun\nrises.","到时候我再帮你开门。","",
2242,"All right, get going! And\ntry not to get yourself\nkilled in there!","...好，快去快回吧！\n记住，以活下来为第一优先！","",
2243,"<!empty>","","",
2244,"You probably won't be a match\nfor the monsters in the tower\nwith the equipment you have.","以你现在的装备，\n很难应付塔中的魔物。","",
2245,"Figures Sara would've picked\nsomeone reckless and flighty\nas our legendary brave soul!","就算你是莎拉找到的剑士，\n也不能这样草率鲁莽。","",
2246,"<!empty>","","",
2247,"Darm Tower has claimed the lives\nof countless dear friends of mine.\nBe sure you don't join their ranks!","我已经有很部下死在达姆之塔。\n我不能看着你步上他们的后尘。","",
2248,"It's no good, man.\nJust turn back now.\nSpare us both.","不可以...你放弃吧。","",
2249,"The monsters up in the\ntower are far too tough\nfor the likes of you.","塔的高层\n还有超乎你想像的怪物...","",
2250,"You won't stand a chance\nwith equipment like that.","以你这种装备，\n根本就没有玩场。","",
2251,"<!empty>","","",
2252,"<!empty>","","",
2253,"<!empty>","","",
2254,"<!empty>","","",
2255,"<!empty>","","",
2256,"Huh? Who told you that WE stole the\nSilver Bell?!","什么...\n你说我们偷走了『银之铃』？","",
2257,"I'm afraid you're misinformed!","这可是天大的误会呀。","",
2258,"We know how important the Silver Bell is\nto the people of Zepik.","我们再笨都知道\n『银之铃』是塞皮克村的象征。","",
2259,"<!empty>","","",
2260,"Stealing that would break the villagers'\nhearts, and that's something we would\nnever do.","我们再怎么落魄\n也不至于去动那个东西的脑筋。","",
2261,"<!empty>","","",
2262,"Stealing that would break the villagers'\nhearts, and that's something we would\nnever do.","我们再怎么落魄\n也不至于去动那个东西的脑筋。","",
2263,"Believe whatever you'd like, but I'm\ntelling you, we had nothing to do with\nit.","信不信是你的自由。\n总之那件事不是我们干的。","",
2264,"You're free to doubt us, but that\ndoesn't change the fact that we're\ninnocent.","相不相信是你的自由啦。","",
2265,"<!empty>","","",
2266,"<!empty>","","",
2267,"What's that? A black-caped man?","你说什么...黑斗蓬的男人？","",
2268,"No one like that around here. In fact,\nwe've been looking for him ourselves!","我们跟那家伙一点关系都没有。\n不只这样，我们也跟你一样在找他。","",
2269,"You and the mayor can doubt us all\nyou want, but I guarantee you'll\nfind no capes or silver bells here.","相不相信是你跟村长的自由啦。","",
2270,"...","......","",
2271,"I see you found the Silver\nBell. So, are you finally\nconvinced that we're innocent?","你拿的就是『银之铃』。\n怎样，解开疑惑了吗？","",
2272,"What...? It was hidden in the\nbasement of the old shrine?!","可是...\n你说那是在神殿的地下找到的？","",
2273,"<!empty>","","",
2274,"I don't think the monsters have\nthe brains for something like this.\nNo doubt, it was him again...","魔物不可能有那种小聪明。\n难道说是『他』干的吗...","",
2275,"<!empty>","","",
2276,"I don't think the monsters have\nthe brains for something like this.\nNo doubt, it was him again...","魔物不可能有那种小聪明。\n莫非这是『他』干的吗...","",
2277,"<!empty>","","",
2278,"<!empty>","","",
2279,"<!empty>","","",
2280,"When I was young, I used to archive\nhistorical documents. One of them\ntells of two Goddesses who saved\nthe country from a great cataclysm.","我在年轻的时候，\n曾经听到本地流传的有关古文书的传说。\n据说上面记载着古时候女神\n解救这个国家免于灾难的事迹。","",
2281,"<!empty>","","",
2282,"If such Goddesses truly existed,\nwe wouldn't have to live in fear\nof those accursed monsters...","如果女神真的存在的话，n我们就不需要这样\n过着畏惧魔物的生活了...","",
2283,"I'd like to think that\nif the monsters are real,\nthen surely the Goddesses\nare, too...","既然魔物的存在是真的，\n那么女神的出现也是有可能的了。\n抱持着这样的希望是不是很笨呢？","",
2284,"<!empty>","","",
2285,"Young man, please\nhear me out!","少年啊，你听我说！\n","",
2286,"Over by the pier at the lake, I\ntaught a beautiful young girl\nhow to play a grass flute. She\nwas absolutely overjoyed!","以我曾经在湖边的栈桥\n教一位美丽姑娘吹草笛的方法，\n对方可是开心极了。","",
2287,"<!empty>","","",
2288,"I can't believe something\nso simple could make her\nso happy. But making her\nhappy made me happy, too.","看到她开心的样子，我也快乐得不得了。","",
2289,"I'm closer to leaving this\nworld than ever before, and\nmy mind...isn't so sharp. But\nI will never forget this day.","或许我是老了，来日不多了。\n不过我永远不会忘记这个日子的。\n哈哈哈哈。","",
2290,"<!empty>","","",
2291,"Back in my mining days, I once came\nacross an old chamber filled with\nlight...and therein, I saw the most\nbeautiful statues of two Goddesses!","以前我在银矿山工作的时候，\n曾经在坑道深处发现一个奇妙的房间。\n满室都是青色的白光，\n其中还摆着两尊美丽的女神像。","",
2292,"It felt sacred, like I was\nlooking on the guardian spirits\nof the mine. Since then, we miners\nhave been praying every day...","因为太神圣了，\n我们以为那是矿山的守护神，\n所有工人每天都一定\n会去那里祈祷...","",
2293,"One day, one of the Goddess statues\njust disappeared, without a trace.\nWe all took that to be an omen.\nBut...what does it mean?","可是有一天，其中一尊女神像\n竟然突然消失不见了。\n这世上还真是什么怪事都有呀。","",
2294,"The other statue was holding a big,\nblack pearl. It should still be\ndown there, but with all the\nmonsters, I'm not about to go check!","另一尊抱着黑真珠的女神像，\n现在应该还在矿山深处吧...\n因为魔物出现的关系，没有人会去搬动。","",
2295,"I would love to see that\nstatue again, but I could\nnever survive in there.\nPerhaps you could, though...","想到女神像被丢在\n魔物堆的里面我就很不忍心。\n少年啊，你愿意帮我去把她运出来吗？","",
2296,"There's a young girl staying at\nJeba's house. When I spoke with\nher, I was amazed at her fine\nmanners. Such a charming girl!","洁瓦家来了个年轻女孩。\n我去找她聊了一下，\n发现她真是个知书达礼的好姑娘呀。","",
2297,"Still, I could swear I've seen\nher face somewhere before...\nProbably just my imagination.","不过她的长相...\n总觉得好像在哪里看过...\n嗯...可能是错觉吧。","",
2298,"If I'd met a lovely girl like\nthat before, I'd certainly\nremember it!","总觉得好像在哪里见过她...\n那么美丽的姑娘我是不可能没印象的呀。","",
2299,"Hmmm... Yes, surely\njust my imagination!","嗯...\n应该是我想太多了。","",
