﻿1814,"Adol swore to Feena that he would\nlead her to a safe place.","决定护送被囚禁的少女菲娜\n到安全的地方去。"
1816,"You needn't worry about me.\nI am incidental.","请不要在意……\n我的事情。"
1817,"You said you were searching for\nsomething, no?","重要的是你正在做的事。\n你不是说你在寻找什么吗？"
1818,"I am...oddly familiar with this\nshrine, and I believe its lower\nlevels are riddled with secrets.",这神殿的地下好像设有各种机关。
1819,"Secrets invisible to the naked eye.\nAnd you must know how to discern\nthem, if you are to proceed.","有些地方是要破解机关后\n才进得去的……"
1820,"Please, take this with you.",请把这个带上。
1824,"The man in the black cape put\nthat mask in here with me.","那面具是穿着黑斗蓬的人\n放在这个房间的东西……"
1826,"I believe it will be of some use\nto you.",我想这个一定会有用的。
1828,"Adol Christin. Leave this place,\nas quickly as you can!","亚特鲁先生……\n请赶快离开这里。"
1829,"If the monsters should catch you\nhere, I'm loathe to think of what\nmay happen to you...",被巡逻的魔物发现就糟了。
1831,"Adol. Please, take care.",亚特鲁先生，希望你平安无事……
1832,"Adol, are you okay?",亚特鲁先生，你没事吧？
1833,I'm glad to see you.,太好了……
1834,"Did you find what you were\nsearching for?",你找到了你在找的东西了吧？
1835,"...What? You're going to...get\nme out of here...?",……咦，你要带我出去？
1836,"Adol couldn't help but\nthink of the girl trapped\nin the dungeon cell.","心里老是挂念着那个\n被囚禁在牢里的少女。"
1837,"He knew he had to\ngo back for her.",不能放着她不管。
1838,"Feena seems to have gotten\nherself lost somewhere. She\nis no longer following Adol.","菲娜没跟上来。\n好像走丢了。"
1839,"Adol cannot leave\nFeena behind.","不能只顾自己回去，\n丢下她不管。"
1840,"This item doesn't have the\npower to transport two people.","看来这个道具的力量\n无法同时传送两个人。"
1841,"Adol cannot leave\nFeena behind.","不能只顾自己回去，\n丢下她不管。"
1842,"This stairway leads\nto the lower levels\nof the shrine.",有个通往地下的楼梯。
1843,"Adol would never place Feena\nin danger by leading her to\nsuch a place.","我不能再带着她\n到危险的地方去。"
1844,"This stairway leads\nto the lower levels\nof the shrine.",有个通往地下的楼梯。
1845,"Adol cannot leave\nFeena behind.","不能只顾自己回去，\n丢下她不管。"
1846,"Adol found a hidden\nroom behind the wall.",发现墙壁后面有间密室。
1847,"The man in the black cape put\nthat mask in here with me.","那面具是穿着黑斗蓬的人\n放在这个房间的东西……"
1848,"Perhaps it could be of some use\nto you.",我想这个一定会有用的。
1850,It's a dead end...,好像走进死路了……
1852,"Um... Adol... It's a bit, uh, tight\nback here, don't you think?","那个……亚特鲁先生……\n这里太窄了……"
1854,It's a dead end...,好像走进死路了……
1856,"Um... Adol? You're kind of scaring me\nright now...","那个……亚特鲁先生……\n那个面具……有点吓人。"
1857,"Feena seems to have gotten\nherself lost somewhere. She\nis no longer following Adol.","菲娜没跟上来。\n好像走丢了。"
1858,"Feena is watching Adol from\nthe next room, scared. She\nis no longer following him.","她没有跟上来。\n待在之前的房间，\n不安地看着这边。"
1859,"I'm...afraid to go any\nfarther in...",前面……好可怕……
1862,"This really is no place\nfor you to be bringing\na young girl!",你不应该带女人来这里。
1863,"Either way, is she all\nright? She doesn't look\nparticularly well...","话说，没问题吧？\n那位小姐的脸色很差的样子……"
1864,"My grandmother Jeba lives in\nthe village at the bottom of\nthe mountain.","山脚下的村庄里\n有个名叫洁瓦的老婆婆。"
1867,"Oh, you know her already? Well,\nthen what are you doing here?!","……什么，你知道她？\n那事情就好办了。\n去跟她说明情况，让那女孩好好休息吧。"
1868,"Get that girl to my grandmother's\nhouse in Zepik Village, before she\nhas a heart attack or something!","你在磨蹭什么？\n还不快把人给带过去！"
1870,"Oh, my, welcome to our\noh-so-humble abode.",哦，欢迎光临我们这个破地方。
1871,"But miss, have\nyou not heard?","我说这位小姐。\n你没听说过吗？"
1872,"This is a place of ill\nrepute. A den of thieves.",这里可是恶名昭彰的盗贼碉堡哦。
1874,"Pretty thoughtless to bring\na girl like you to a place\nlike this. Wanna ditch the\nzero, and go grab a drink?","别管那个把你带来这里的薄情小兄弟了，\n来跟我喝杯茶聊聊天，怎么样呀？"
1876,"Leave your money and your\ngirl, and get out. Now!","把钱和女人留下！\n你给我滚！"
1877,"...I'm not serious, but what\nif I were? Not like you could\ndo anything about it!","要是遇到这样的事该怎么办？\n你也太没防备了。"
1879,"Lucky for you, we only\nantagonize the filthy\nrich. Emphasis on filthy.","放心吧。\n我们只挑黑心的有钱人下手。"
1880,...,…………
1881,I...I'm all right...Adol...,我没事的……亚特鲁先生。
1882,"I'm just tired, that's all...",我只是有点累了而已……
1883,Don't...worry...about me...,请你……不用在意……
1884,"Feena lapsed into unconsciousness.\nAdol felt her forehead, and confirmed\nthat she had a fever.","菲娜闭上眼睛失去了意识。\n摸了摸她的额头，非常烫。"
1885,"Luckily, Jeba's house\nwas very close.",幸好洁瓦的家就在附近。
1886,"Adol gently lifted Feena over\nhis shoulder, and promptly\ncarried her to Jeba's.","亚特鲁背起菲娜，\n奔向洁瓦家。"
1887,...She's sleeping well.,……她睡得很熟的样子。
1888,"The medicine should help. Add a\ngood night's rest, and she should\nbe fine by morning.","药力开始生效了，\n睡一晚应该就会有精神了。"
1889,"Still... No matter how you look at\nit, it's a very strange story.",不过……这件事越听越觉得不可思议呢。
1891,"The sacred inner sanctum, sealed\nunder the shrine for so long,\nbecoming home to monsters...","长久以来一直被封印着的地下圣域，\n不知不觉中竟然成为了魔物的巢穴……"
1892,"And a girl imprisoned there,\nno less! So much of this simply\ndoesn't add up...","而那个女孩，\n又一直被囚禁在圣域里面……\n嗯……让人搞不明白的事情还真多呀。"
1895,"The medicine seemed to have kicked\nin. Feena's breathing was steady,\nand her fever had subsided.","不知是不是药物的作用，\n菲娜睡得很沉稳……"
1896,"Don't you worry, I'll take good\ncare of her.",我会照顾好那孩子的。
1897,"She'll be up and about soon\nenough, good as new!","不用担心了。\n再过不久她就会醒过来的。"
1901,Adol...,亚特鲁先生……
1902,"I can never thank you enough for\nrescuing me from that prison cell.\nIt feels so good to be free!","真的非常感谢你，\n把我从地牢中救了出来。\n我真的……好高兴"
1903,"I still can't remember anything\nbut my name, though.",我……只记得自己的名字是菲娜。
1904,"Who am I? What have I done with my\nlife? And why was I locked in that\ncell in the first place?","我不知道以前过着什么样的生活……\n也不知道为什么会被关在神殿里……"
1905,"I don't know the answers to any of\nit. I only know that my name is\nFeena, and I've been a prisoner.",……什么都不知道。
1907,"Why can't I remember anything\nmore...?",到底……我……
1909,"This is a lovely village. Jeba\nintroduced me to the villagers,\nand everyone seems so very nice.","……这村子真好。\n不论是洁瓦夫人，还是其他人，\n大家对我都很亲切。"
1910,"This is the first time I can recall\nwhen I've felt so at peace...","我已经很久没有过\n这种安心放松的感觉了。"
1911,"I don't really care if I never get\nmy memories back. If I could stay\nin this place, with these people...","就算无法恢复记忆也无所谓……\n只要这种和平的生活能一直持续下去……"
1912,"...I know, I know. I should be\ntrying harder to remember. But I'm\njust...so happy here!",有时候……我不禁会这样想。
1917,"...You're not from Esteria.\nWho are you? No one has ever\nmade it past the Stormwall!","你不是艾斯塔里亚的人吧？\n真难得……\n『岚之结界』也会有漏网之鱼啊。"
1918,"If you feel like you need some\nguidance, I recommend paying a\nvisit to the fortuneteller in Minea.","当你找不到自己的道路时，\n可以去找米内亚镇的占卜师。\n她应该会给你一些建议的。"
1922,Sara's Crystal...,那水晶是莎拉的……
1923,"I see. So you're the swordsman Sara\nhas been seeking all this time.",原来你就是莎拉找到的那个剑士啊。
1924,"You intend to find the Book of\nYs within the shrine, do you?","你要去神殿寻找\n『伊苏之书』是吗……"
1925,"I believe you'll be needing this\nkey, then.",那么你就带上这把钥匙去吧。
1929,"The ruins atop the mountain were\nonce known as Solomon Shrine.","山上的神殿在古时候\n据说被称为『萨尔蒙神殿』。"
1930,"If one of the Books of Ys is there,\nit will no doubt be somewhere in\nthe #02shrine's lower levels.","如果那里真有伊苏之书的话……\n我想应该就在圣域#02神殿的地下#00吧。"
1931,"The entrance to the lower levels\nis well-hidden, but that Crystal\nwill show you the way.","通往地下的入口被封印起来了，\n那颗水晶应该可以为你打开道路。"
1932,"Virtually anything may await you in\nthere, however. Make certain you're\nwell prepared before you go.","总之，什么事都有可能发生。\n做好万全的准备再出发吧。"
1938,Adol...!,亚特鲁先生……！
1939,"Don't worry about Feena.\nShe's feeling just fine.","这孩子的事你不用担心。\n她已经完全康复了。"
1940,"Her fever wasn't anything serious.\nShe was just fatigued from her long\nand frightening ordeal.",看来她只是因为疲劳过度而发烧的。
1941,"...I'm sorry, Adol.",……对不起，亚特鲁先生。
1942,"I can't believe I just collapsed\nlike that, without even properly\nthanking you.",我还没有向你道谢就倒下了……
1943,"It's a bit late now, but...thank\nyou, Adol Christin, for saving me\nfrom that dark, dank prison.","真的很感谢你……\n把我救了出来。"
1946, What will you do?,要做什么呢？
1947,Speak to Jeba,与洁瓦交谈
1948,Speak to Feena,与菲娜交谈
1949,Leave,中止对话
1954,"I'll continue looking after Feena\nfor a while.",这孩子就暂时留在我这儿吧。
1955,"I think some of the area's less\nsavory inhabitants have taken\nan unhealthy interest in her.","我看有些不怀好意的人\n在打她的主意。"
1958,"I see... So you really did find\na Book of Ys in the shrine.","是吗……\n你真的在神殿发现了伊苏之书啊。"
1959,A distant look washed over Jeba's face.,洁瓦的眼神显得有些忧伤。
1960,"It seems the wheel of fate...\nhas begun turning anew...",命运的纺车……开始转动了吗……
1961,...,…………
1962,"You've done well. Now, quickly,\nyou must take the book to Sara.","……辛苦你了。\n好了，快把那本书拿去给莎拉吧。"
1964,"What's wrong? You look as if\nyou've seen a ghost!","哎呀，怎么了？\n你的脸色有点差哦。"
