﻿200,Mark,马克
201,Granny Edda,艾达婆婆
202,Orbus,奥巴斯
203,Butterfly,蝴蝶
204,Cujo,库乔
205,Bishamon,比萨蒙
206,Cancer,卡萨
207,UbuBubu,多米
208,Seagull,海鸥
209,Mimic,米米克
210,Dark Fact,达尔克・法克特
211,**************************,*************
212,Eh...?,哎呀…？
213,Whoa... Was that you?,什么嘛…是你啊？
214,Huh? Whoa... Was that you?,什么…是你做的吗？
215,"Ahh, busy busy busy...",啊，好忙，好忙……
216,"C'mon, stop fooling!",…请不要恶作剧。
217,Was that...the mirror?!,这是…镜子的力量啊。
218,Huh?,啊呀~？
219,"Oh, dear...",啊，糟糕糟糕…
221,Um... What was that...?,啊…刚刚的是…？
222,Hmm? Did you do that?,嗯？是你做的吗？
223,Hey... What are you doing?,喂…你在干什么？
224,That was pointless.,不要这样子浪费乱用。
225,"Ooh, I want one!",哦哟，你拥有很罕见的东西哦？
226,Was...that you?,刚才那是…你吗？
227,(hic) ...Whazzat?,嗝…干什么…？
228,Ugh... I drank too much...,唔~酒喝多了吗~？
229,"Oh, man, oh, man...",啊…糟糕糟糕…
230,...Huh?,…啊？
231,My head...,眼花了…
232,Zzzzz...,呼噜噜…
233,Hmmm...?,啥…？
234,Zzzz...,呼噜噜…
235,Eh...?,哇呀…？
236,"Hey, stop that! It's rude!",喂喂…别吓人。
237,What are you doing?!,你到底想干什么？
238,"A little eager, are we?",呵呵…那么快就用啦？
239,That's odd...,好奇怪啊…？
240,Mm?,嗯……？
241,Whaa...?,哇啊…？
242,That was creepy...,刚才的气息是…？
243,Eh...?,哎呀…？
244,Have the demons come?!,「他」出现了吗！？
245,What an ominous feeling...,什么…刚刚的气息是？
246,Zzzz...,呼噜噜……
247,What in the world...?,干…干什么？
248,Wha...?,咦…？
249,What the...?,什么啊…？
250,Am I seeing things...?,是我多心了吗…？
251,What...was that...?,刚才的是…什么…？
252,Huh?!,哇啊！？
253,That was strange...,咦…奇怪了…？
254,Hmmmm?,嗯？
255,Wha...what was that...?,什、什么啊…？
256,Huh...?,啊呀…？
257,Maybe I'm getting old...,我一定是老了吧…？
258,Wh-what's wrong...?,你、你们怎么了…？
259,Whoa...!,哇啊啊…！
260,"Oh, my...",啊呀呀…？
261,What happened...?,…发生什么事了？
262,I must be seeing things...,是我太敏感了吗…
263,Eeeek...!,呀嗯…！
264,Whoa...,喔唷唷…
265,Ehh?,咦？
266,How peculiar...,奇怪了…？
267,Wha--?,什么啊…？
268,I need some sleep...,…是我太累了吗？
269,Wah!,哇…！
270,Eep...,哦哦…
271,Whoa-whoa-whoa!,唉哟哟…！
272,Hmm? What was that?!,啊…这是什么？
273,Eek!,呀啊…！
274,"Oh, my... The mirror's...",啊…这是镜子的…
275,How very odd...,好奇怪哦…？
276,What happened...?!,怎么回事啊…！？
277,What was that?,刚才那个是…什么？
278,Am I seeing things...?,是我多心了吗…？
279,"Oh, no... I'm scared...",讨厌…好可怕…
280,Hmmm...?,啊…？
281,???,？？？
282,"Oh, dear...",哎呀呀…？
283,What the heck...?,这究竟是…？
284,Wh-what is that?!,到、到底是什么啊！？
285,...Eh?,…啊？
286,What could that have been?,刚才那是什么…？
287,Aieeee!,哇哇哇哇…！
288,What was...?,刚才那个是什么啊？
289,Hmmm... This is...,嗯，这个是…
290,What could it be?,…是什么呢？
291,...What was that...?,啊…刚才的是…？
292,We're doomed! DOOMED!,见鬼啦~！
293,What the hell?!,发生什么事了！？
294,Aieeeee!?,咿呀…！？
295,Aaaaahhh!?,呀啊啊啊！？
296,Am I...seeing things?,一定是我的错觉…
297,What could that have been?,刚才那是什么…？
298,Ack?!,哇哦…！？
299,How annoying...,…好吵啊。
300,*Sizzle*,咕咕咕…
