2115,"How will you\nrespond?",该怎么回应呢？
2116,Yes,答应保密
2117,No,不答应
2118,"This village's charm of protection,\nthe #02Silver Bell#00, has been stolen by\nthieves!","我们村子的象征\n#02银铃#00被盗贼偷走了。"
2119,"I desperately wish to get it back.\nIf worse comes to worst, I'll pay\nany price the thieves may ask!","无论如何一定要拿回来才行呀。\n最坏的情况下，付钱给他们都可以。"
2120,"Will you negotiate with them on my\nbehalf? I'd ask the villagers, but\nthey simply mustn't know of this!","年轻人……\n你能帮我去与盗贼交涉吗？\n我不能拜托村里的人……"
2122,"How will you\nrespond?",要答应吗？
2123,"Yes, I will",答应
2124,"Sorry, but no",拒绝
2125,You'll do it? Thank you so much!,是吗，太感谢你了！
2126,"The #02Thieves' Den#00 is north of the\nvillage, on the mountain road.","#02盗贼碉堡#00在村子北边的山路上方，\n沿着山路往上走就到了。"
2127,"If you meet their leader, please\ntell him that I'll pay whatever\nprice he asks for the bell.","遇到盗贼老大的话，帮我转告他。\n只要在我能力范围之内，多少钱我都肯出。"
2129,"I'm counting on you, young sir.",……那么就拜托你了。
2134,"And again, please, don't let the\nvillagers know that the Silver Bell\nhas been stolen. They'll panic!","『银铃』被偷这件事\n对村里的人一定要保密哦。"
2136,"I see... I'm sure you have your\nreasons.","是吗……\n我知道你也有你的理由。"
2138,"I'm sorry to have bothered you.\nPlease, forget everything I told\nyou.","不好意思。\n刚才的话就当我没说过吧……"
2140,I-I see...,是、是吗……
2141,"Oh, it's you!",哦，是你啊……
2142,Have you decided to hear me out?,你愿意帮我的忙吗？
2143,"Oh, it's you!",哦，是你啊……
2144,"Will you try to negotiate with the\nthieves on my behalf?","你愿意帮我\n去跟盗贼交涉吗？"
2146,"Do you mean to tell me...it wasn't\nthe thieves? They're not the ones\nwho stole the Silver Bell?","怎么可能……\n你说偷走银铃的不是那些盗贼？"
2147,"How am I supposed to believe that?\nWho else would do such a thing?!","不敢相信……！\n除了他们还谁会做这种事？"
2150,"I suppose there was that man in the\nblack cape, whom several villagers\nsaw on the mountain road...","有村民目击到\n一个穿着黑斗蓬的男人\n以很快的速度走在山路上！"
2152,"If it wasn't the thieves, then who\nwas it? And why...?","如果偷走银铃的不是盗贼，\n那到底是谁偷的……目的是什么呢……？"
2154,"Oh, my, it's the Silver Bell...\nWas it the thieves? Were they the\nones you retrieved it from?","哦哦，那不是银铃吗……\n难道你是从盗贼那里拿回来的？"
2155,"What's that? The thieves didn't\nhave it? It was beneath the old\nshrine?","……什么，不是盗贼干的？\n是在神殿的地下发现的？"
2156,"I'm...confused. Why in the world\nwould it have been there?!",嗯嗯嗯……真是难以理解啊。
2157,"...Well, it doesn't really matter.\nThe important thing is, it's been\nreturned. We're safe again!",总之，我欠你一个人情。
2158,"Thank you so much, adventurer.\nAs a token of my appreciation, I\ngive you this ring. Wear it well!","……对了。\n这个戒指就送给你吧。"
2163,"It's a family heirloom with\nmystical properties. I believe\nit will prove very useful to you.","这是我家的传家宝。\n应该能帮你激发出更大的力量吧。"
2165,"I am in your debt. Please,\nrest your weary bones!","谢谢你的帮忙。\n请好好休息吧。"
2178, What will you do?,要做什么呢？
2179,Talk to boss,与盗贼老大交谈
2180,Negotiate,交涉
2181,Leave,离开这里
