0,"Ancient Ys Vanished:\nOmen","伊苏——失落的古代王国：\n预兆"
1,Now Loading...,Now Loading……
2,Short Sword,短 剑
3,Long Sword,长 剑
4,Talwar,塔瓦弯刀
5,Silver Sword,银 剑
6,Flame Sword,火焰剑
7,Small Shield,小 盾
8,Middle Shield,中 盾
9,Large Shield,大 盾
10,Silver Shield,银 盾
11,Battle Shield,战 盾
12,Chain Mail,锁 子 甲
13,Plate Mail,金属板甲
14,Reflex,反射护甲
15,Silver Armor,银 铠
16,Battle Armor,战 甲
17,Power Ring,力量戒指
18,Shield Ring,防御戒指
19,Timer Ring,时间戒指
20,Heal Ring,治愈戒指
21,Evil Ring,恶魔戒指
22,Book of Ys,伊苏之书
23,Book of Ys,伊苏之书
24,Book of Ys,伊苏之书
25,Book of Ys,伊苏之书
26,Book of Ys,伊苏之书
27,Book of Ys,伊苏之书
28,Treasure Box Key,宝箱的钥匙
29,Prison Key,牢房的钥匙
30,Shrine Key,神殿的钥匙
31,Ivory Key,象牙钥匙
32,Marble Key,大理石钥匙
33,Darm Key,达姆之钥
34,Sara's Crystal,水晶
35,Roda Tree Seed,萝妲种子
36,Silver Bell,银铃
37,Silver Harmonica,银口琴
38,Idol,<1偶像
39,Rod,法杖
40,Monocle,单片镜
41,Blue Amulet,蓝色护符
42,Ruby,红宝石
43,Sapphire Ring,蓝宝石戒指
44,Necklace,项链
45,Golden Vase,黄金台座
46,Heal Potion,痊愈之药
47,Wing,回归之翼
48,Hammer,铁 锤
49,Mirror,魔 法 镜
50,Mask of Eyes,魔眼面具
51,Blue Necklace,蓝石项链
52,Bestiary Potion,动物药水
53,Piece of Paper,纸片
54,Golden Pendant,金之垂饰
55,Azure Book,天蓝色封面之书
56,Red Book,红色封面之书
57,Blue Book,青色封面之书
58,Yellow Book,黄色封面之书
59,Green Book,绿色封面之书
60,Black Book,黑色封面之书
61,"A small, cheap sword.\nMore useful for daily\ntasks than for combat.","一把价格便宜的轻巧短剑。\n也可用于日常的其他用途，\n但用来对付魔物不怎么行。"
62,"A steel long sword.\nFairly heavy, but gets\nthe job done nicely.","钢铁制的长剑。剑身结构较宽，\n相当沉重且不易使用，但是它\n能在战斗中发挥出足够的力量。"
63,"A sword from the far\neast. Its curved blade\nslices like a dream.","据说是来自于遥远东方的珍贵\n刀剑。弯曲的锋利刀刃隐藏着\n巨大的破坏力。"
64,"An ornately decorated\nlong sword. Its silver\nglow can destroy evil.","有着华丽装饰的长剑。\n刀身闪耀着银白色的光泽，\n寄宿着消灭邪恶的力量。"
65,"An unmatchably strong,\nfiery blade. Nothing\ncan stand against it.","刀身缠绕着火焰的最强魔剑。\n其斩击能穿透物质，并将其\n燃烧殆尽，令对手防无可防。"
66,"A small buckler of\nreinforced hardwood.\nCheap, but unreliable.","用坚硬木材加固制成的小盾牌。\n虽然价格合适，也容易使用，\n但强度与防御范围都不甚理想。"
67,"A leather-lined shield\nof medium size. Light,\ndurable and firm.","内衬柔革的中型盾牌。\n体积大，但轻巧易使用，\n而且还很结实。"
68,"A large steel shield.\nHeavy and bulky, but\noffers great defense.","用钢铁制成的大型盾牌。\n虽然极其笨重、难以使用，\n但是拥有卓越的防御能力。"
69,"A breathtaking silver\nshield inscribed with\nprotective blessings.","工艺精美的白银盾牌。\n为了不让邪恶者靠近，\n上面刻有对女神的祷文。"
70,"A shield imbued with\nfiery zeal. Deflects\nalmost all attacks.","拥有烈焰护佑的盾牌。\n根据使用者的不同，潜藏着\n能够阻挡任何攻击的力量。"
71,"Finely woven chain\nmail. Easy to move in,\nbut rather weak.","用细铁链编织成的护具。\n透气性好，且便于活动，\n缺点是抗击打能力较弱。"
72,"Made of steel plating.\nReliable, but requires\nhigh stamina.","用钢板层叠组合而成的铠甲。\n虽说它结构坚固，但是需要有\n与其重量相称的体力才能装备。"
73,"Strengthened with a\nparticular resin that\nmakes it very flexible.","用特殊的树脂做强化的铠甲。\n尽管它重量轻巧，便于活动，\n但其坚固程度远超钢铁铠甲。"
74,"Beautifully-made armor\nof silver. Shields its\nwearer with holy magic.","制作精美的白银铠甲。\n包含有女神的祝福，\n保护穿戴者不受邪气伤害。"
75,"Armor imbued with the\npower of flame. Can\nwithstand any attack.","拥有烈焰护佑的的铠甲。\n对所有攻击都有耐性。\n可应付所有种类的敌人。"
76,"Bronze ring that fully\ndoubles the wearer's\nstrength.","青铜的戒指。蕴含着能使\n肌肉力量和潜力翻倍的力量，\n是战斗中的一大助力。"
77,"Magical brass ring.\nReduces all damage\nreceived by 1/2.","用黄铜制成的魔法戒指。\n能在周围展开结界，使\n来自外界的冲击力减半。"
78,"A ring of coral. Slows\nenemy movement to half\nnormal speed.","用珊瑚雕刻制成的戒指。\n借由操纵时间的流动，\n减慢周围邪恶魔物的动作。"
