﻿401,Sell,卖
402,Don't sell,不卖
403,Leave,中止对话
404,Stop shopping,不买东西了
405,Main Menu,主菜单
406,Yes,好的
407,No,不了
408,Leave,去外面
409,Quit,算了
410,What will you do?,要怎么做呢？
412,"Ah, good. You're awake.",哦哦，你醒啦。
413,"Don't strain yourself,\nnow. Your body is covered\nin bruises.","不要太勉强自己。\n你浑身都是伤。"
414,"So? You still hurting\nanywhere?","感觉怎么样？\n有没有特别痛的地方？"
415,"Adol checked himself over.\n...There was some pain,\nbut nothing debilitating.","亚特鲁摸了一下身体。\n……虽然各关节都挺痛的，\n但还没到不能动弹的程度。"
416,"Get some rest. You're in\na clinic at Barbado Port.","你放心吧。\n这里是巴尔巴多港口镇的医院。"
417,"...Hey, Dad! Is the\nstranger awake yet?","……老爹！\n他醒了吗？"
418,"Ah, Slaff, you're early.\nHow did the meeting go?","哦，斯拉夫，这么快就回来啦。\n自卫队的会议开得怎么样了？"
419,"Same as always.\nNo real progress.","还不是老样子。\n什么进展都没有。"
420,"Well, the patient's\nonly just awoken.","他呀，\n是刚刚才醒过来的。"
421,"Glad to see you back among\nthe living!",你能恢复意识真是太好了！
422,"Ah, yes, where are my\nmanners? My name is Bludo.\nI own and operate this clinic.","对了，还没有自我介绍。\n我的名字叫布卢多。\n这所医院的主人。"
423,"This is my son, Slaff. He\nfound you collapsed on the\nbeach, and brought you here.","这是我儿子斯拉夫。\n你昏倒在海滩附近的森林里，\n是他把你抬来这里的哦。"
424,"We drove off the Rheboll\nthat attacked you. It was\na real close call.","我们已经把那些\n攻击你的利波鲁赶跑了。\n……当时情况真的很危险。"
425,"Adol told Slaff his name,\nand expressed his gratitude.","亚特鲁向斯拉夫道谢，\n并告诉了他自己的名字。"
426,"Adol, eh? Good name. Don't\nrecognize you, though...\nWhere are you from?","亚特鲁啊……好名字。\n你看起来不像是本地人，\n是从哪儿来的啊？"
427,"Adol explained that he\njourneyed from Promalock\nto Esteria by boat.","亚特鲁告诉布卢多等人，\n自己是从普罗玛洛克港乘小船\n来到艾斯塔里亚的。"
428,"My word... You came\nfrom overseas?!","什么……\n你是从外面来的吗！？"
429,"Amazing... You're the\nfirst man I know of to\nget past the Stormwall.","这真是…叫人吃惊。\n外面居然有人能穿越\n『岚之结界』来这里……"
430,"What do you two think\nyou're doing?!",你们两个在干什么！？
431,"Uh-oh, here she comes...\nWatch out, boy, she'll\nchew you up!",唉呀，啰嗦的护士小姐过来了……
432,"I'll chew YOU up, Slaff,\nif you keep making\ncomments like that!","哼！\n居然敢说我啰嗦？\n真受不了你们……"
433,"The man's wounded, you\nknow. Shouldn't you leave\nhim be? He needs his rest!","斯拉夫先生，他是受伤的人吧？\n你们应该让他好好休息不是吗！？"
434,"That's my Ayla, always\nkeeping us in check. You\nmake a good point, my dear!",啊，是我太粗心了。
435,"Yeah, okay. I'll stop\ntalking his ear off.",那么今天就到此为止吧。
436,"Rest up, Adol. But know\nthis: I'm not done with\nyou yet!","总之，你好好休息吧。\n我还会再来的。"
438,"Under the clinic's care,\nAdol recovered quickly.","亚特鲁得到了悉心的照料，\n一天一天地好了起来。"
440,Several days later...,几天后……
441,"Good morning, Adol. You seem to be in\ntip-top shape now!","哦，亚特鲁。\n你已经可以下床啦？"
