100,"Heirloom of the Gemma\nfamily. Shines with a\npale and frigid light.","洁玛家代代相传下来的除魔的\n护符。散发着凛冽的苍白光辉，\n淡淡的寒气附着其上。"
101,"A ruby set in gold.\nIts condition is\nvirtually flawless.","带有黄金装饰的大颗红宝石。\n保存状态良好，宝石的表面\n看不到明显的划痕。"
102,"Sapphire-encrusted\nring inscribed with a\nmessage from its giver.","镶着蓝色宝石的戒指。\n内侧刻有赠送者的信息。"
103,"Gold necklace adorned\nwith countless small\nrubies and patterns.","黄金项链。镶嵌着许多\n小颗的红宝石。上面有\n凌乱的刮痕。"
104,"Beautiful golden vase.\nHas a hole for some\nvariety of ornament.","纯金打造的豪华台座。\n凹陷处可用来放置球体，\n目前用途不明。"
105,"Medicine made from the\nRed Digitalis plant.\nHeals mind and body.","用红色毛地黄叶熬制的\n深红色药水。具有迅速\n恢复身心不适的功效。"
106,"Magic wing. Warps the\nuser to Minea. Some\nareas seal its power.","翅膀形状的魔法护身符。\n使用后可瞬间返回米内亚镇。\n但在强大的结界下无法使用。"
107,"Ordinary iron hammer.\nFairly heavy. Could be\nused to break stone.","随处可见的铁制锤子。\n锤子本身相当重，\n用于敲碎岩石等物体。"
108,"Mirror that can freeze\na single moment. Will\nbreak with overuse.","能将照出的景象暂时静止的\n镜子。因其本身耐用性有限，\n使用几次后就会坏掉。"
109,"Stone mask with inset\njade. Hides enemies,\nbut reveals secrets.","镶有翡翠的石头面具。\n戴上后会看不见有生命的物体，\n但是可以看见隐藏的通道。"
110,"Necklace of luminous\nblue crystal. Able to\nnullify evil traps.","用发出蓝色光辉的矿石打造的\n首饰。隐藏着强劲的破邪力量，\n可以让邪恶的机关陷阱无效化。"
111,"Potion blessed by a\npriest. Gives insight\non defeated enemies.","伟大的传道师调配出来的\n药水。交战经验的累积，\n而得到相应的魔物情报。"
112,"Paper with several\nlines of an unreadable\nlanguage written on it.",纸上写着几行看不懂的文字。
113,Adol,亚特鲁
114,Ayla,艾拉
115,Doctor Bludo,布卢多医生
116,Slaff,斯拉夫
117,Doctor Klaus,克劳斯医生
118,Sara,莎拉
119,Reah,蕾雅
120,Danny,丹尼
121,Old Man George,格奥尔格老人
122,Feena,菲娜
123,Luta Gemma,卢达・洁玛
124,Dogi,多奇
125,Goban,古邦
126,Jeba,洁瓦
127,Raba,拉巴
128,Mayor Robels,罗伯斯村长
129,Ricardo,里卡多
130,Cezar,塞萨尔
131,Miner Doug,矿工达古
132,Chest,契斯特
133,Theodore,西奥多
134,Bron,布隆
135,Old Man Mash,马什老人
136,Kain,凯恩
137,Karin,卡琳
138,Rosetty,罗赛提
139,Dios,迪奥斯
140,Pim,皮姆
141,Lisa,莉莎
142,Orman,欧曼
143,Donis,多尼斯
144,Garreck,加雷克
145,Iris,爱莉丝
146,Lugan the Thief,盗贼路根
147,Morgan the Thief,盗贼摩根
148,Old Man Pablo,巴勃罗老人
149,Nikki the Dancer,舞娘妮可
150,Cheryl,雪莉露
151,Fisherman Betelo,渔夫彼得
152,Fran,芙兰
153,Arcia,阿希娅
154,Marco,马尔科
155,Gerald,杰拉德
156,Stephan,史蒂芬
157,Jacob,雅各布
158,Drake,德雷克
159,Granny Daria,达莉亚婆婆
160,Old Man Pastol,帕斯托尔老人
161,Mason the Trader,商人梅森
162,Sylvia, 西尔维娅
163,Torrance,托兰斯
164,Rebecca,丽贝卡
165,Prim,普丽姆
166,Archelle,阿谢尔
167,Johann,约翰
168,Lucca,路卡
169,Julius,尤利乌斯
170,Cornell,科内尔
171,Hans,汉斯
172,Haystack,海斯塔克
173,Boss Bangoa,邦可亚老板
174,Fana,法娜
175,Aurora,欧若拉
176,Old Man Franz,弗朗兹老人
177,Tabitha,塔比莎
178,Buck,巴克
179,Freddy,弗雷迪
180,Martha,玛莎
181,Charme,夏尔姆
182,Old Man Betel,贝特尔老人
183,Lydia,莉迪亚
184,Pamela,帕梅拉
185,Mayor Marcel,马塞尔镇长
186,Ephy,艾菲
187,Charlotte,夏洛特
188,Old Man Harrison,哈里森老人
189,Old Man Lahan,拉汉老人
190,Old Man Cronen,克罗尼老人
191,Old Man Corvo,科尔沃老人
192,Granny Tohbe,托贝婆婆
193,Granny Lucia,露琪亚婆婆
194,Granny Soya,索雅婆婆
195,Elbert,艾尔巴特
196,Clive,克莱夫
197,Palma,帕尔玛
198,Demi,黛米
199,Linda,琳达
