﻿1508,"Mister, are you a swordsman?",大哥哥，你是剑士吗？
1510,"Well, the fortuneteller\nlady has been looking for\na traveling swordsman!","那个，听说占卜师姐姐\n正在寻找旅行的剑士哦！"
1511,Please go and see her!,你应该去见见她哦！
1512,"The fortuneteller's house\nis in the southwest corner\nof town. You should go talk\nto her right away!","占卜师姐姐的店\n就在镇的西南角。\n你应该去见见她哦！"
1513,"Hee-hee, isn't our town's\nfortuneteller super duper\nbeautiful?","嘿嘿，占卜师姐姐她，\n长得很漂亮吧。"
1514,"I went to visit Miss Sara,\nbut she wasn't there.","我去莎拉姐姐那里玩，\n可是那里一个人也没有……"
1515,Where did she go...?,莎拉姐姐去哪里了呢……？
1519,"Not long ago, I saw a stranger\nin town wearing a black cape\nwith a real peculiar pale blue\nglow to it...","最近经常看到个穿着黑斗蓬的外地人。\n那件斗蓬表面，隐隐发出青色的雾光。"
1521,"Maybe I was just seeing\nthings, I don't know...\nbut it still gave me the\nshivers, either way!","或许是我看错了，\n总之那是个令人毛骨悚然的家伙……"
1522,"Maybe that caped man was\nthe thief people have been\ntalking about...","说不定那穿黑斗蓬的男人\n就是传闻中的盗贼。"
1523,"I haven't seen that man in\nthe black cape lately. I'll\nbet you anything he's the\none who killed Sara!","前不久还经常在镇上出没的\n穿黑斗蓬的男人没再出现了。\n差不多就在莎拉被杀前后。"
1524,"Bad tidings... Things\nare happening, and I\ndon't like where they're\nheaded...","可恶！\n怪不得我有种不祥的预感……"
1527,"Sara has been acting\nrather odd lately.","最近占卜师姐姐的样子\n看起来怪怪的呢。"
1528,"She's been going on\nand on about the world\ncoming to an end...","老是喃喃自语说『世界要毁灭了』\n这种奇怪的话……"
1529,"Doesn't fill a man with much\nconfidence when a reputable\nfortuneteller says the end of\nthe world is nigh, you know?","艾斯塔里亚这地方\n到底会变成什么样子呢……"
1530,"With the monsters multiplying\nas rapidly as they are, Minea\ndoesn't seem so safe anymore!","魔物的数量在不断增加，\n就连待在米内亚也变得不安全了！"
1532,"I saw Pim pick a ring off the\nground the other day. Right after\nthat, he went straight to his\nstore and put it on the shelf!","刚才我看到交易所的老板\n在路边捡到了枚戒指。\n后来我去他店里一看，\n那枚戒指已经被他摆在货架上了。"
1533,"What kind of low-life would\njust sell something he finds\nlike that?!","连捡到的失物都拿去卖，\n这家伙真是厚颜无耻。"
1534,"If you find someone's valuables\non the ground, you should make\nan effort to return them. It's\njust the right thing to do!","真是的，以后要注意，\n千万不能遗失任何东西了。"
1535,"All Pim cares about is profit.\nI bet the owner of that ring\nnever even crossed his mind!","有拾金不昧这种想法的人……\n已经没有了。"
1536,"I thought I'd try selling an\nold gem at Pim's, but he and\nI couldn't see eye to eye on\nits value.","我本来想把宝石卖给交易所的，\n可是价钱谈不拢，就放弃不卖了。"
