﻿988,"Gold vases and silver armor...\nExpensive stuff, you know?","被偷走的尽是些黄金台座、银铠……\n这类值钱的东西。"
989,"It's extremely annoying. I hope they\ncatch the bastards who took them and\nhang 'em out to dry!","想起来就让人恼火……\n那些家伙真应该赶快抓起来，\n全都送去吊死。"
991,"So, a little bird tells me you've\nbeen to the old shrine. You find\nanything good there? I pay well...","听说你去过神殿了。\n有找到什么宝贝吗？\n我可以高价收购的哦。"
992,"I briefly toured the place before,\nbut couldn't linger on account of\nthe monsters. It was truly a pity.","我早就看中那个神殿了，\n但是魔物太多，没法靠近那。\n你有没有弄到什么好东西呀？"
996,"Ah yes... The fortuneteller.\nMurdered, I hear.",对了，听说那个占卜的女人被杀了。
997,"Didn't see her own death coming...\nProbably a con artist.","她连自己的死都算不出来，\n可见她的占卜根本就是假的。"
998,"Just between the two of us, I\nalways suspected she might be in\nleague with the thieves.","……这事你可别说出去，\n听说啊，那女人跟盗贼是一伙的。\n说不定是因为起了内讧才被杀的。"
1000,"Wow, not bad. I didn't think anyone\ncould poke around that old mine and\nlive to tell about it...","真看不出来你这家伙这么厉害。\n居然可以从废坑里活着回来……"
1001,"Well, did you find anything good\ndown there? I'm always looking to\nbuy...","在废坑里有没有捡到什么好东西？\n我可以出高价收购哦。"
1002,"Hmm, that silver armor... I think\nI might have seen it before.","啊呀，那副银铠……\n我好像在哪里见过。"
1003,"But nothing like that's ever been\nstolen from here, so I'm not sure\nwhen or where I would've...","我这里遭窃的铠甲，\n没有那么闪亮的……"
1005,"...Maybe I'm just a bit touched\nin the head...",啊……是我多心了吗？
1009,"Here's what I have\nto offer.","目前这里有的，\n大致就是这些。"
1010,Sapphire Ring,蓝宝石戒指
1011,Wing,回归之翼
1012,Mirror,魔 法 镜
1013,Cancel,什么都不买
1015,"Wouldn't this sapphire be\ngreat to give your girlfriend?\nI bet she'd be thrilled!","把这个蓝宝石\n送给女朋友怎么样？\n她一定会很开心的哦。"
1017,"Wouldn't this sapphire be great\nto give your girlfriend? If you\nbuy it now, I'll cut you a deal.","把这个蓝宝石\n送给女朋友怎么样？\n现在买我可以算你便宜点。"
1018,Oh-ho-ho... You're a clever one!,呵呵呵，你真精明。
1020,"That'll be#02\n1000 Gold.",#021000>4Gold#00>4啦。
1021,Buy,买
1022,Cancel,不买
1024,"How does#02 900\nGold#00 sound?",#02900>4Gold#00>4怎么样？
1028,"Oh-ho-ho, thank you...",呵呵呵，谢谢惠顾。
1029,"You don't have enough. Sorry,\nbut I've a business to run.","你的钱不够哦。\n抱歉，一分钱都不能少。\n毕竟这是在做生意。"
1036,You won't buy it?,不买吗？
1037,...Are you daft?!,……你是来耍我的吗？
1038,...,………
1039,"Oh-ho, I see how it is, then.\nYou negotiate well, my friend!",……呵呵，我真是输给你了。
1040,"You see, in business, there's cost,\nand then there's market price...",每样东西都是有它的市场行情的。
1042,"This is a strange one. If you use\nit, it'll warp you back to town\nfrom anywhere in the land.","这是件很神奇的物品哦，\n无论身在何处，都能瞬间把你带回到这城镇。"
1044,"This is a strange one. If you use\nit, it'll warp you back to town\nfrom anywhere. And it's on sale!","这是件很神奇的物品哦，\n无论身在何处，都能瞬间把你带回到这城镇。\n怎么样？我可以算你便宜点的哦。"
1045,Oh-ho-ho... You're a clever one!,呵呵呵，你真精明。
1047,"That'll be#02\n200 Gold.",#02200>4Gold#00>4啦。
1048,Buy,买
1049,Cancel,不买
1051,"That'll be#02\n180 Gold.",#02180>4Gold#00>4怎么样？
1054,"You've already got one! And my\ngoods are meant only for those\nwho truly need them...","之前卖给你的那个\n好像还可以用哦。"
1061,"Oh-ho, I see how it is, then.\nYou negotiate well, my friend!",……呵呵，我真是输给你了。
1063,"This mirror has the power to freeze\nmonsters in time, but it's delicate.\nUse it too often, and it'll shatter.","这面镜子有停止魔物动作的力量。\n一定要爱惜使用。\n因为它用过几次之后就会坏掉。"
1065,"This mirror has the power to freeze\nmonsters in time, but it shatters\nwith overuse. It is on sale, though!","这面镜子有停止魔物动作的力量。\n它用过几次之后就会坏掉，所以要爱惜使用。\n怎么样？我可以算你便宜点的哦。"
1066,Oh-ho-ho... You're a clever one!,呵呵呵，你真精明。
1068,"That'll be#02\n500 Gold.",#02500>4Gold#00>4啦。
1069,Buy,买
1070,Cancel,不买
1072,"That'll be#02\n450 Gold.",#02450>4Gold#00>4怎么样？
1081,"Oh-ho, I see how it is, then.\nYou negotiate well, my friend!",……呵呵，我真是输给你了。
1096,"What do you wish\nto sell me?",你想卖什么啊？
1097,Ruby,红宝石
1098,Necklace,项链
1099,Golden Vase,黄金台座
1100,Don't sell anything,什么都不卖
1102,"This is a beautiful ruby. It's very\nlarge, and quite rich in color.","这颗红宝石可真漂亮啊。\n这么大颗，上面的装饰也很美。"
1104,"This is a beautiful ruby. It's very\nlarge, and quite rich in color.\nI'll pay you a handsome sum for it!","这颗红宝石可真漂亮啊。\n这么大颗，上面的装饰也很美。\n我可以破例给你出个高价收购。"
1105,"Oh-ho-ho, you have an eye\nfor value, I see!",呵呵呵，看来你是个懂行的人。
1107,"I'll give you#02\n1200 Gold#00 for it.",#02我出1200>4Gold#00>4买怎么样？
1108,Sell,卖
1109,Don't sell,不卖
1111,"I'll buy it\nfor#02 1320 Gold.",#02我出1320>4Gold#00>4买了。
1113,Oh-ho... Thank you.,呵呵……谢谢啦。
1120,You won't sell it?,不卖吗？
1121,...Are you daft?!,……你是来这里耍我的吗？
1122,...,………
1123,"Hoo, you drive a hard bargain,\ngood sir!",……呵呵，你很会做生意嘛。
1124,"I can't give you a better deal\nthan this. Take it or leave it!","你再怎么软磨硬泡，\n我都不可能出更高的价了。"
1126,"This is a not a high-end necklace.\nIts jewels are tiny, and there are\na great many nicks and cuts.","这么破旧的项链。\n宝石颗粒又小，磨损又严重。"
1128,"This is a not a high-end necklace.\nIt's cheap, and damaged to boot!\nStill, not saying I won't buy it...","这么破旧的项链。\n宝石颗粒又小，磨损又严重。\n不过，我可以破例给你出个高价收购。"
1129,"Oh-ho-ho, you have an eye\nfor value, I see!",呵呵呵，看来你是个懂行的人。
1131,"I'll buy it\nfor#02 500 Gold.","#02你觉得500>4Gold#00>4可以的话，\n我就买了。"
1132,Sell,卖
1133,Don't sell,不卖
1135,"I'll buy it\nfor#02 550 Gold.","#02550>4Gold#00>4可以的话，\n我就买下来了。"
1143,"Hoo, you drive a hard bargain,\ngood sir!",……呵呵，你很会做生意嘛。
1146,"Wh-where... Where did you get\nthis vase?!","这、这个台座……\n为什么会在你手上呢？"
1147,"It was in the pond...? Probably\nthere for a reason! Still...I'm\nextremely grateful you found it.","它是被沉到了池塘里吗……\n这个台座有些不为人知的秘密。\n不管怎样，你能找到它真是太好了。"
1148,"It was in the pond...? Ah, well,\neither way, I'm just glad you\nfound it!","它是被沉到了池塘里吗……\n不管怎样，你能找到它真是太好了。"
1150,"Wh-where... Where did you get\nthis vase?!","这、这个台座……\n为什么会在你手上呢？"
1151,"It was in the pond...? Hoo, I am\nquite grateful to you for finding\nit. And from you, I will buy it!","它是被沉到了池塘里吗……\n不管怎样，你能找到它真是太好了。\n如果你要卖了它，我会出高价买下来的。"
1152,"Oh-ho-ho, you have an eye\nfor value, I see!",呵呵呵，看来你是个懂行的人。
1154,"I'll buy it\nfor#02 2000 Gold.",#022000>4Gold#00>4卖给我吧。
1155,Sell,卖
1156,Don't sell,不卖
1158,"I'll buy it\nfor#02 2200 Gold.",#022200>4Gold#00>4卖给我吧。
1166,"Hoo, you drive a hard bargain,\ngood sir!",……呵呵，你很会做生意嘛。
1167,"You don't have a single thing\nI'd want to purchase. My sincere\napologies, friend.",嗯，没什么我想要的东西嘛。
1169,"Ah, welcome!",哦，欢迎光临！
1171, What will you do?,要做什么呢？
1172,Speak to shopkeeper,与店主交谈
1173,Buy weapons,买武器
1174,Leave,离开商店
1182,"I've got some very good swords\nhere. The same kinds the militia\nmembers use.","你的那把剑不错哦。\n是巴尔巴多的自卫队用的吗？"
1184,"But, I've also got even better\nswords, for REAL combat. Why not\ntake a peek?","不过我们店里\n有更适合实战用的剑哦。\n有兴趣的话，你可以来看看。"
